TRACKER,DATE,TIME,LAT,LON,ALT,FIX,HORZV,VERTV,HEAD,FLAGS,#TOT,>40,>32,>24,RSSI,BATT
UNSWRT T1  ,2023-04-22,09:15:01.325,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:02.316,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:03.330,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:04.322,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:05.323,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:06.331,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:07.385,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:08.315,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:09.427,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:10.324,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:22.325,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:23.321,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:24.371,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:25.325,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:26.314,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:27.333,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:28.383,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:29.320,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:30.331,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:31.384,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:32.320,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:33.331,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:34.327,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:35.321,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:36.392,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:37.326,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:38.322,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:39.333,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:40.324,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:41.322,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:42.336,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:43.353,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:44.321,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:45.334,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:46.384,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:47.319,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:48.333,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:49.385,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:50.320,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:51.399,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:52.324,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:53.401,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:54.335,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:55.328,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:56.380,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:15:57.300,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:02.324,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:03.371,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:04.333,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:05.390,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:06.313,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:07.301,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:08.324,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:09.314,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:10.307,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:11.331,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:12.312,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:13.369,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:14.322,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:15.377,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:16.334,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:17.384,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:18.312,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:19.302,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:20.322,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:21.373,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:22.302,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:23.382,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:24.313,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:25.394,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:26.330,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:27.378,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:28.308,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:29.329,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:30.313,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:31.303,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:35.364,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:36.329,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:37.317,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:38.308,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:39.354,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:40.314,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:41.402,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:42.325,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:43.375,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:44.302,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:45.322,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:46.314,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:47.304,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:48.329,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:49.314,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:50.401,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:51.354,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:52.314,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:53.400,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:54.324,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:56.339,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:57.354,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:58.314,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:16:59.304,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:00.325,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:01.317,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:02.304,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:03.322,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:05.304,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:08.310,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:10.350,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:11.311,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:12.304,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:13.383,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:14.311,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:15.303,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:16.412,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:17.344,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:18.302,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:19.381,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:20.311,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:21.302,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:22.322,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:23.309,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:24.305,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:25.324,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:26.433,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:27.300,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:28.380,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:29.310,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:30.358,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:31.324,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:32.372,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:33.297,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:34.329,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:35.370,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:36.305,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:37.328,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:38.373,0.000000,0.000000,0,0,0,0,0,0x00,0,0,0,0,0,0.000
UNSWRT T1  ,2023-04-22,09:17:39.334,-30.739814,143.066230,524,3,0,0,93,0x01,6,4,6,6,0,0.000
UNSWRT T1  ,2023-04-22,09:17:40.382,-30.739840,143.066217,518,3,0,0,164,0x01,6,4,6,6,0,0.000
UNSWRT T1  ,2023-04-22,09:17:41.314,-30.739840,143.066211,516,3,3,0,-164,0x01,6,3,6,6,0,0.000
UNSWRT T1  ,2023-04-22,09:17:42.630,-30.739840,143.066205,515,3,1,-1,-9,0x01,6,3,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:17:43.711,-30.739840,143.066202,514,3,1,0,6,0x01,6,3,4,6,0,0.000
UNSWRT T1  ,2023-04-22,09:17:44.641,-30.739840,143.066191,513,3,4,-2,-175,0x01,6,2,3,5,0,0.000
UNSWRT T1  ,2023-04-22,09:17:45.689,-30.739840,143.066188,512,3,1,-1,-106,0x01,6,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:17:46.621,-30.739840,143.066183,512,3,1,-2,-92,0x01,6,1,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:17:47.641,-30.739840,143.066182,512,3,0,0,67,0x01,6,1,2,5,0,0.000
UNSWRT T1  ,2023-04-22,09:17:48.691,-30.739840,143.066184,513,3,1,1,145,0x01,6,1,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:17:49.621,-30.739840,143.066183,513,3,0,0,104,0x01,6,1,1,3,0,0.000
UNSWRT T1  ,2023-04-22,09:17:50.638,-30.739840,143.066181,512,3,0,0,145,0x01,6,0,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:17:51.633,-30.739840,143.066181,513,3,0,0,55,0x01,6,0,2,2,0,0.000
UNSWRT T1  ,2023-04-22,09:17:52.712,-30.739840,143.066183,514,3,0,0,141,0x01,6,0,3,4,0,0.000
UNSWRT T1  ,2023-04-22,09:17:53.641,-30.739840,143.066180,514,3,1,0,-109,0x01,6,0,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:17:54.630,-30.739840,143.066178,513,3,0,2,180,0x01,6,0,0,2,0,0.000
UNSWRT T1  ,2023-04-22,09:17:55.620,-30.739840,143.066180,515,3,2,1,133,0x01,6,0,0,3,0,0.000
UNSWRT T1  ,2023-04-22,09:17:56.639,-30.739840,143.066181,514,3,1,0,109,0x01,6,0,1,4,0,0.000
UNSWRT T1  ,2023-04-22,09:17:57.629,-30.739840,143.066182,514,3,0,1,147,0x01,6,0,1,4,0,0.000
UNSWRT T1  ,2023-04-22,09:17:58.619,-30.739840,143.066183,514,3,1,0,81,0x01,6,0,0,3,0,0.000
UNSWRT T1  ,2023-04-22,09:17:59.639,-30.739840,143.066179,513,3,0,0,-9,0x01,6,0,0,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:00.689,-30.739840,143.066176,512,3,0,1,108,0x01,6,0,0,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:01.619,-30.739840,143.066170,510,3,0,0,36,0x01,6,0,1,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:02.639,-30.739840,143.066168,510,3,0,0,-106,0x01,5,0,1,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:03.629,-30.739840,143.066171,511,3,0,0,-85,0x01,6,0,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:04.619,-30.739840,143.066171,512,3,0,0,68,0x01,5,0,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:05.639,-30.739840,143.066175,513,3,0,1,-26,0x01,5,0,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:06.629,-30.739840,143.066169,511,3,1,0,-115,0x01,5,0,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:08.639,-30.739840,143.066165,509,3,1,0,-108,0x01,6,0,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:09.750,-30.739840,143.066158,509,3,2,0,-108,0x01,6,0,3,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:10.618,-30.739840,143.066151,506,3,2,-5,-92,0x01,6,0,2,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:11.700,-30.739840,143.066149,506,3,2,-3,-84,0x01,6,0,2,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:12.630,-30.739840,143.066148,506,3,1,-1,-133,0x01,6,0,2,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:13.711,-30.739840,143.066149,504,3,0,-1,-96,0x01,6,0,2,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:14.641,-30.739840,143.066148,504,3,0,0,-139,0x01,6,0,2,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:15.687,-30.739840,143.066146,503,3,0,0,-133,0x01,6,0,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:16.648,-30.739840,143.066143,501,3,1,0,-115,0x01,6,0,2,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:17.640,-30.739840,143.066147,501,3,0,1,-141,0x01,6,0,3,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:18.629,-30.739840,143.066147,501,3,0,0,115,0x01,6,0,2,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:19.620,-30.739840,143.066152,505,3,0,0,87,0x01,6,0,2,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:20.731,-30.739840,143.066154,505,3,0,2,116,0x01,6,0,2,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:21.634,-30.739840,143.066154,506,3,0,0,-139,0x01,6,0,1,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:22.617,-30.739840,143.066158,507,3,0,0,8,0x01,6,0,1,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:23.696,-30.739840,143.066157,507,3,0,0,-124,0x01,6,0,0,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:24.635,-30.739840,143.066159,506,3,0,0,102,0x01,6,0,1,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:25.707,-30.739840,143.066162,505,3,0,0,112,0x01,7,0,2,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:26.637,-30.739840,143.066165,504,3,0,-1,-129,0x01,7,0,2,6,0,0.000
UNSWRT T1  ,2023-04-22,09:18:27.627,-30.739840,143.066169,504,3,0,0,-86,0x01,7,0,3,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:28.710,-30.739866,143.066173,504,3,0,-1,-177,0x01,7,0,1,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:29.647,-30.739866,143.066179,504,3,0,0,112,0x01,7,0,1,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:30.636,-30.739840,143.066181,506,3,1,0,21,0x01,7,0,0,6,0,0.000
UNSWRT T1  ,2023-04-22,09:18:31.622,-30.739840,143.066184,505,3,1,0,53,0x01,7,0,0,3,0,0.000
UNSWRT T1  ,2023-04-22,09:18:32.641,-30.739840,143.066193,505,3,6,0,47,0x01,7,0,0,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:33.689,-30.739840,143.066197,506,3,0,0,-47,0x01,7,0,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:34.619,-30.739840,143.066204,508,3,0,1,97,0x01,7,0,3,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:35.640,-30.739840,143.066211,511,3,0,0,86,0x01,7,0,3,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:36.691,-30.739840,143.066212,513,3,0,0,-143,0x01,7,0,3,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:37.650,-30.739840,143.066213,514,3,0,0,-131,0x01,7,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:38.644,-30.739840,143.066212,514,3,0,-1,-138,0x01,7,0,3,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:39.630,-30.739840,143.066215,514,3,0,-1,-17,0x01,7,0,2,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:40.713,-30.739840,143.066214,513,3,1,0,-54,0x01,7,0,3,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:41.644,-30.739840,143.066215,514,3,0,0,-150,0x01,7,0,3,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:42.633,-30.739840,143.066218,516,3,0,-2,114,0x01,7,0,3,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:43.713,-30.739840,143.066220,517,3,0,0,82,0x01,7,0,4,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:44.640,-30.739840,143.066225,519,3,1,0,89,0x01,6,0,4,4,0,0.000
UNSWRT T1  ,2023-04-22,09:18:45.694,-30.739840,143.066227,520,3,1,1,84,0x01,6,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:46.650,-30.739840,143.066223,520,3,0,0,-119,0x01,6,0,3,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:47.704,-30.739840,143.066220,520,3,0,0,-111,0x01,6,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:48.633,-30.739840,143.066220,520,3,0,0,-86,0x01,6,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:49.707,-30.739840,143.066219,520,3,0,0,-95,0x01,6,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:50.643,-30.739840,143.066218,520,3,0,0,129,0x01,6,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:51.633,-30.739840,143.066222,520,3,0,0,101,0x01,6,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:52.714,-30.739840,143.066225,520,3,0,0,90,0x01,6,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:53.640,-30.739840,143.066224,520,3,0,0,129,0x01,7,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:54.634,-30.739840,143.066222,520,3,0,0,107,0x01,7,0,4,5,0,0.000
UNSWRT T1  ,2023-04-22,09:18:55.714,-30.739840,143.066222,520,3,1,0,68,0x01,8,0,4,6,0,0.000
UNSWRT T1  ,2023-04-22,09:18:56.644,-30.739814,143.066223,520,3,0,0,-68,0x01,8,0,4,7,0,0.000
UNSWRT T1  ,2023-04-22,09:18:57.633,-30.739814,143.066222,519,3,0,0,-92,0x01,8,0,4,7,0,0.000
UNSWRT T1  ,2023-04-22,09:18:58.713,-30.739814,143.066224,519,3,0,0,-177,0x01,8,0,4,7,0,0.000
UNSWRT T1  ,2023-04-22,09:18:59.644,-30.739814,143.066226,518,3,0,0,-178,0x01,8,0,3,7,0,0.000
