Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
326.04,7634.06,751.80,-30,76.64, -,8.790354
326.09,7630.582,751.90,-33.33333,76.64, -,8.790354
326.14,7630.582,751.90,-30,76.64, -,8.790354
326.19,7630.582,751.90,-30,76.64, -,8.790354
326.24,7627.107,752.00,-33.28571,76.64, -,8.790354
326.29,7627.107,752.00,-29.95238,76.64, -,8.790354
326.34,7623.633,752.10,-33.23809,76.64, -,8.790354
326.39,7620.157,752.20,-36.57143,76.64, -,8.790354
326.44,7620.157,752.20,-36.57143,76.64, -,8.790354
326.49,7616.683,752.30,-36.52381,76.64, -,8.790354
326.54,7616.683,752.30,-36.52381,76.64, -,8.770906
326.59,7613.208,752.40,-36.52381,76.64, -,8.770906
326.64,7613.208,752.40,-36.52381,76.64, -,8.770906
326.69,7613.208,752.40,-33.19048,76.64, -,8.770906
326.74,7613.208,752.40,-29.85714,76.64, -,8.770906
326.79,7613.208,752.40,-29.85714,76.64, -,8.770906
326.84,7609.735,752.50,-33.14286,76.64, -,8.770906
326.89,7609.735,752.50,-29.80952,76.64, -,8.770906
326.94,7609.735,752.50,-26.47619,76.64, -,8.770906
326.99,7609.735,752.50,-26.47619,76.64, -,8.770906
327.04,7609.735,752.50,-23.14286,76.64, -,8.770906
327.09,7606.263,752.60,-26.42857,76.64, -,8.770906
327.14,7602.788,752.70,-26.38095,76.64, -,8.770906
327.19,7602.788,752.70,-26.38095,76.64, -,8.770906
327.24,7599.316,752.80,-29.66667,76.64, -,8.770906
327.29,7599.316,752.80,-26.38095,76.64, -,8.770906
327.34,7599.316,752.80,-26.38095,76.64, -,8.770906
327.39,7595.843,752.90,-26.38095,76.64, -,8.770906
327.44,7595.843,752.90,-23.04762,76.64, -,8.770906
327.49,7592.372,753.00,-26.33333,76.64, -,8.770906
327.54,7588.901,753.10,-26.33333,76.64, -,8.770906
327.59,7588.901,753.10,-26.33333,76.64, -,8.770906
327.64,7588.901,753.10,-23,76.64, -,8.770906
327.69,7585.429,753.20,-26.28572,76.64, -,8.770906
327.74,7581.959,753.30,-29.57143,76.64, -,8.770906
327.79,7581.959,753.30,-29.57143,76.64, -,8.770906
327.84,7581.959,753.30,-29.57143,76.64, -,8.770906
327.89,7578.487,753.40,-29.57143,76.64, -,8.770906
327.94,7578.487,753.40,-29.57143,76.64, -,8.770906
327.99,7575.018,753.50,-32.85714,76.64, -,8.770906
328.04,7575.018,753.50,-32.85714,76.64, -,8.770906
328.09,7571.549,753.60,-36.14286,76.64, -,8.770906
328.14,7568.079,753.70,-36.14286,76.64, -,8.770906
328.19,7568.079,753.70,-32.85714,76.64, -,8.770906
328.24,7564.611,753.80,-36.14286,76.64, -,8.770906
328.29,7564.611,753.80,-32.85714,76.64, -,8.770906
328.34,7564.611,753.80,-32.85714,76.64, -,8.770906
328.39,7561.141,753.90,-36.14286,76.64, -,8.770906
328.44,7557.674,754.00,-36.14286,76.64, -,8.770906
328.49,7557.674,754.00,-36.14286,76.64, -,8.770906
328.54,7557.674,754.00,-32.85714,76.46, -,8.790354
328.59,7554.207,754.10,-32.85714,76.46, -,8.790354
328.64,7554.207,754.10,-32.85714,76.46, -,8.790354
328.69,7554.207,754.10,-32.85714,76.46, -,8.790354
328.74,7550.738,754.20,-32.85714,76.46, -,8.790354
328.79,7550.738,754.20,-29.57143,76.46, -,8.790354
328.84,7547.272,754.30,-32.85714,76.46, -,8.790354
328.89,7547.272,754.30,-32.85714,76.46, -,8.790354
328.94,7547.272,754.30,-29.57143,76.46, -,8.790354
328.99,7543.804,754.40,-32.85714,76.46, -,8.790354
329.04,7543.804,754.40,-29.57143,76.46, -,8.790354
329.09,7540.339,754.50,-32.85714,76.46, -,8.790354
329.14,7540.339,754.50,-29.57143,76.46, -,8.790354
329.19,7540.339,754.50,-26.28572,76.46, -,8.790354
329.24,7536.874,754.60,-29.57143,76.46, -,8.790354
329.29,7533.407,754.70,-29.57143,76.46, -,8.790354
329.34,7533.407,754.70,-29.57143,76.46, -,8.790354
329.39,7529.942,754.80,-32.85714,76.46, -,8.790354
329.44,7529.942,754.80,-29.57143,76.46, -,8.790354
329.49,7526.477,754.90,-29.57143,76.46, -,8.790354
329.54,7526.477,754.90,-29.57143,76.46, -,8.790354
329.59,7526.477,754.90,-29.57143,76.46, -,8.790354
329.64,7523.013,755.00,-29.57143,76.46, -,8.790354
329.69,7523.013,755.00,-29.57143,76.46, -,8.790354
329.74,7523.013,755.00,-29.57143,76.46, -,8.790354
329.79,7523.013,755.00,-26.28572,76.46, -,8.790354
329.84,7519.55,755.10,-29.57143,76.46, -,8.790354
329.89,7516.085,755.20,-29.57143,76.46, -,8.790354
329.94,7516.085,755.20,-29.57143,76.46, -,8.790354
329.99,7516.085,755.20,-29.57143,76.46, -,8.790354
330.04,7512.623,755.30,-29.57143,76.46, -,8.790354
330.09,7512.623,755.30,-29.57143,76.46, -,8.790354
330.14,7509.158,755.40,-29.57143,76.46, -,8.790354
330.19,7509.158,755.40,-29.57143,76.46, -,8.790354
330.24,7509.158,755.40,-29.57143,76.46, -,8.790354
330.29,7505.696,755.50,-29.57143,76.46, -,8.790354
330.34,7505.696,755.50,-26.28572,76.46, -,8.790354
330.39,7505.696,755.50,-26.28572,76.46, -,8.790354
330.44,7502.235,755.60,-26.28572,76.46, -,8.790354
330.49,7498.772,755.70,-29.57143,76.46, -,8.790354
330.54,7498.772,755.70,-26.28572,76.46, -,8.790354
330.59,7498.772,755.70,-26.28572,76.46, -,8.790354
330.64,7495.312,755.80,-29.57143,76.46, -,8.790354
330.69,7495.312,755.80,-26.28572,76.46, -,8.790354
330.74,7491.849,755.90,-29.57143,76.46, -,8.790354
330.79,7491.849,755.90,-29.57143,76.46, -,8.790354
330.84,7491.849,755.90,-29.57143,76.46, -,8.790354
330.89,7488.389,756.00,-29.57143,76.46, -,8.790354
330.94,7488.389,756.00,-26.28572,76.46, -,8.790354
330.99,7484.93,756.10,-29.57143,76.46, -,8.790354
331.04,7484.93,756.10,-29.57143,76.46, -,8.790354
331.09,7481.468,756.20,-29.57143,76.46, -,8.790354
331.14,7481.468,756.20,-29.57143,76.46, -,8.790354
331.19,7478.01,756.30,-29.57143,76.46, -,8.790354
331.24,7474.549,756.40,-32.85714,76.46, -,8.790354
331.29,7474.549,756.40,-32.85714,76.46, -,8.790354
331.34,7471.091,756.50,-32.85714,76.46, -,8.790354
331.39,7471.091,756.50,-32.85714,76.46, -,8.790354
331.44,7471.091,756.50,-32.85714,76.46, -,8.790354
331.49,7467.634,756.60,-32.85714,76.46, -,8.770906
331.54,7467.634,756.60,-29.57143,76.46, -,8.770906
331.59,7464.174,756.70,-32.85714,76.46, -,8.770906
331.64,7464.174,756.70,-32.85714,76.46, -,8.770906
331.69,7460.717,756.80,-32.85714,76.46, -,8.770906
331.74,7460.717,756.80,-32.85714,76.46, -,8.770906
331.79,7460.717,756.80,-29.57143,76.46, -,8.770906
331.84,7457.259,756.90,-32.85714,76.46, -,8.770906
331.89,7457.259,756.90,-32.85714,76.46, -,8.770906
331.94,7457.259,756.90,-29.57143,76.46, -,8.770906
331.99,7453.802,757.00,-32.85714,76.46, -,8.770906
332.04,7453.802,757.00,-29.57143,76.46, -,8.770906
332.09,7450.347,757.10,-32.85714,76.46, -,8.770906
332.14,7446.889,757.20,-32.85714,76.46, -,8.770906
332.19,7446.889,757.20,-32.85714,76.46, -,8.770906
332.24,7446.889,757.20,-29.57143,76.46, -,8.770906
332.29,7443.434,757.30,-29.57143,76.46, -,8.770906
332.34,7443.434,757.30,-29.57143,76.46, -,8.770906
332.39,7439.978,757.40,-29.57143,76.46, -,8.770906
332.44,7439.978,757.40,-29.57143,76.46, -,8.770906
332.49,7436.523,757.50,-32.85714,76.46, -,8.770906
332.54,7436.523,757.50,-29.57143,76.46, -,8.790354
332.59,7433.069,757.60,-32.85714,76.46, -,8.790354
332.64,7433.069,757.60,-29.57143,76.46, -,8.790354
332.69,7433.069,757.60,-29.57143,76.46, -,8.790354
332.74,7429.613,757.70,-29.57143,76.46, -,8.790354
332.79,7429.613,757.70,-29.57143,76.46, -,8.790354
332.84,7426.16,757.80,-32.85714,76.46, -,8.790354
332.89,7426.16,757.80,-29.57143,76.46, -,8.790354
332.94,7422.705,757.90,-32.85714,76.46, -,8.790354
332.99,7422.705,757.90,-32.85714,76.46, -,8.790354
333.04,7422.705,757.90,-29.57143,76.46, -,8.790354
333.09,7422.705,757.90,-29.57143,76.46, -,8.790354
333.14,7419.253,758.00,-29.57143,76.46, -,8.790354
333.19,7419.253,758.00,-26.28572,76.46, -,8.790354
333.24,7419.253,758.00,-26.28572,76.46, -,8.790354
333.29,7415.801,758.10,-29.57143,76.46, -,8.790354
333.34,7412.347,758.20,-29.57143,76.46, -,8.790354
333.39,7408.896,758.30,-32.85714,76.46, -,8.790354
333.44,7408.896,758.30,-29.57143,76.46, -,8.790354
333.49,7408.896,758.30,-29.57143,76.46, -,8.770906
333.54,7405.442,758.40,-29.57143,76.46, -,8.770906
333.59,7401.992,758.50,-32.85714,76.46, -,8.770906
333.64,7401.992,758.50,-29.57143,76.46, -,8.770906
333.69,7401.992,758.50,-29.57143,76.46, -,8.770906
333.74,7401.992,758.50,-29.57143,76.46, -,8.770906
333.79,7398.542,758.60,-29.57143,76.46, -,8.770906
333.84,7398.542,758.60,-29.57143,76.46, -,8.770906
333.89,7398.542,758.60,-26.28572,76.46, -,8.770906
333.94,7395.089,758.70,-29.57143,76.46, -,8.770906
333.99,7395.089,758.70,-26.28572,76.46, -,8.770906
334.04,7391.64,758.80,-29.57143,76.46, -,8.770906
334.09,7391.64,758.80,-29.57143,76.46, -,8.770906
334.14,7391.64,758.80,-29.57143,76.46, -,8.770906
334.19,7391.64,758.80,-26.28572,76.46, -,8.770906
334.24,7391.64,758.80,-26.28572,76.46, -,8.770906
334.29,7388.188,758.90,-29.57143,76.46, -,8.770906
334.34,7388.188,758.90,-26.28572,76.46, -,8.770906
334.39,7384.74,759.00,-26.28572,76.46, -,8.770906
334.44,7384.74,759.00,-23,76.46, -,8.770906
334.49,7381.292,759.10,-26.28572,76.46, -,8.770906
334.54,7381.292,759.10,-26.28572,76.46, -,8.770906
334.59,7377.841,759.20,-26.28572,76.46, -,8.770906
334.64,7377.841,759.20,-23,76.46, -,8.770906
334.69,7374.394,759.30,-26.28572,76.46, -,8.770906
334.74,7374.394,759.30,-26.28572,76.46, -,8.770906
334.79,7374.394,759.30,-26.28572,76.46, -,8.770906
334.84,7370.944,759.40,-26.28572,76.46, -,8.770906
334.89,7370.944,759.40,-26.28572,76.46, -,8.770906
334.94,7367.497,759.50,-29.57143,76.46, -,8.770906
334.99,7367.497,759.50,-26.28572,76.46, -,8.770906
335.04,7364.051,759.60,-29.57143,76.46, -,8.770906
335.09,7364.051,759.60,-26.28572,76.46, -,8.770906
335.14,7360.603,759.70,-29.57143,76.46, -,8.770906
335.19,7360.603,759.70,-29.57143,76.46, -,8.770906
335.24,7357.157,759.80,-32.85714,76.46, -,8.770906
335.29,7353.709,759.90,-36.14286,76.46, -,8.770906
335.34,7353.709,759.90,-32.85714,76.46, -,8.770906
335.39,7353.709,759.90,-32.85714,76.46, -,8.770906
335.44,7350.264,760.00,-32.85714,76.46, -,8.770906
335.49,7346.819,760.10,-36.14286,76.28, -,8.809802
335.54,7346.819,760.10,-32.85714,76.28, -,8.809802
335.59,7343.373,760.20,-36.14286,76.28, -,8.809802
335.64,7343.373,760.20,-32.85714,76.28, -,8.809802
335.69,7339.929,760.30,-36.14286,76.28, -,8.809802
335.74,7339.929,760.30,-32.85714,76.28, -,8.809802
335.79,7339.929,760.30,-32.85714,76.28, -,8.809802
335.84,7339.929,760.30,-32.85714,76.28, -,8.809802
335.89,7336.483,760.40,-32.85714,76.28, -,8.809802
335.94,7336.483,760.40,-32.85714,76.28, -,8.809802
335.99,7333.04,760.50,-32.85714,76.28, -,8.809802
336.04,7333.04,760.50,-32.85714,76.28, -,8.809802
336.09,7333.04,760.50,-29.57143,76.28, -,8.809802
336.14,7329.597,760.60,-32.85714,76.28, -,8.809802
336.19,7326.152,760.70,-32.85714,76.28, -,8.809802
336.24,7326.152,760.70,-32.85714,76.28, -,8.809802
336.29,7322.71,760.80,-32.85714,76.28, -,8.809802
336.34,7322.71,760.80,-29.57143,76.28, -,8.809802
336.39,7319.266,760.90,-32.85714,76.28, -,8.809802
336.44,7319.266,760.90,-32.85714,76.28, -,8.809802
336.49,7315.825,761.00,-32.85714,76.28, -,8.809802
336.54,7315.825,761.00,-29.57143,76.28, -,8.790354
336.59,7312.383,761.10,-32.85714,76.28, -,8.790354
336.64,7312.383,761.10,-29.57143,76.28, -,8.790354
336.69,7308.941,761.20,-32.85714,76.28, -,8.790354
336.74,7312.383,761.10,-26.28572,76.28, -,8.790354
336.79,7312.383,761.10,-26.28572,76.28, -,8.790354
336.84,7308.941,761.20,-29.57143,76.28, -,8.790354
336.89,7305.5,761.30,-32.85714,76.28, -,8.790354
336.94,7302.058,761.40,-32.85714,76.28, -,8.790354
336.99,7302.058,761.40,-32.85714,76.28, -,8.790354
337.04,7298.619,761.50,-32.85714,76.28, -,8.790354
337.09,7298.619,761.50,-32.85714,76.28, -,8.790354
337.14,7298.619,761.50,-32.85714,76.28, -,8.790354
337.19,7298.619,761.50,-29.57143,76.28, -,8.790354
337.24,7298.619,761.50,-26.28572,76.28, -,8.790354
337.29,7295.179,761.60,-29.57143,76.28, -,8.790354
337.34,7295.179,761.60,-26.28572,76.28, -,8.790354
337.39,7291.738,761.70,-29.57143,76.28, -,8.790354
337.44,7291.738,761.70,-26.28572,76.28, -,8.790354
337.49,7291.738,761.70,-26.28572,76.28, -,8.790354
337.54,7291.738,761.70,-23,76.28, -,8.790354
337.59,7288.3,761.80,-26.28572,76.28, -,8.790354
337.64,7288.3,761.80,-23,76.28, -,8.790354
337.69,7288.3,761.80,-23,76.28, -,8.790354
337.74,7288.3,761.80,-19.71428,76.28, -,8.790354
337.79,7284.86,761.90,-26.28572,76.28, -,8.790354
337.84,7284.86,761.90,-26.28572,76.28, -,8.790354
337.89,7284.86,761.90,-23,76.28, -,8.790354
337.94,7281.422,762.00,-23,76.28, -,8.790354
337.99,7277.984,762.10,-23,76.28, -,8.790354
338.04,7277.984,762.10,-23,76.28, -,8.790354
338.09,7274.545,762.20,-23,76.28, -,8.790354
338.14,7271.108,762.30,-26.28572,76.28, -,8.790354
338.19,7267.67,762.40,-29.57143,76.28, -,8.790354
338.24,7271.108,762.30,-26.28572,76.28, -,8.790354
338.29,7267.67,762.40,-29.57143,76.28, -,8.790354
338.34,7267.67,762.40,-26.28572,76.28, -,8.790354
338.39,7264.234,762.50,-29.57143,76.28, -,8.790354
338.44,7264.234,762.50,-26.28572,76.28, -,8.790354
338.49,7264.234,762.50,-26.28572,76.28, -,8.790354
338.54,7260.799,762.60,-29.57143,76.28, -,8.790354
338.59,7260.799,762.60,-29.57143,76.28, -,8.790354
338.64,7257.361,762.70,-29.57143,76.28, -,8.790354
338.69,7257.361,762.70,-29.57143,76.28, -,8.790354
338.74,7257.361,762.70,-29.57143,76.28, -,8.790354
338.79,7253.926,762.80,-32.85714,76.28, -,8.790354
338.84,7253.926,762.80,-29.57143,76.28, -,8.790354
338.89,7250.49,762.90,-32.85714,76.28, -,8.790354
338.94,7250.49,762.90,-32.85714,76.28, -,8.790354
338.99,7250.49,762.90,-29.57143,76.28, -,8.790354
339.04,7250.49,762.90,-26.28572,76.28, -,8.790354
339.09,7247.056,763.00,-29.57143,76.28, -,8.790354
339.14,7247.056,763.00,-26.28572,76.28, -,8.790354
339.19,7243.622,763.10,-26.28572,76.28, -,8.790354
339.24,7243.622,763.10,-23,76.28, -,8.790354
339.29,7240.187,763.20,-29.57143,76.28, -,8.790354
339.34,7240.187,763.20,-26.28572,76.28, -,8.790354
339.39,7236.753,763.30,-29.57143,76.28, -,8.790354
339.44,7236.753,763.30,-26.28572,76.28, -,8.790354
339.49,7236.753,763.30,-26.28572,76.28, -,8.790354
339.54,7236.753,763.30,-26.28572,76.28, -,8.790354
339.59,7236.753,763.30,-23,76.28, -,8.790354
339.64,7233.319,763.40,-26.28572,76.28, -,8.790354
339.69,7229.886,763.50,-26.28572,76.28, -,8.790354
339.74,7229.886,763.50,-26.28572,76.28, -,8.790354
339.79,7229.886,763.50,-26.28572,76.28, -,8.790354
339.84,7229.886,763.50,-23,76.28, -,8.790354
339.89,7226.455,763.60,-26.28572,76.28, -,8.790354
339.94,7226.455,763.60,-23,76.28, -,8.790354
339.99,7223.021,763.70,-26.28572,76.28, -,8.790354
340.04,7223.021,763.70,-26.28572,76.28, -,8.790354
340.09,7223.021,763.70,-26.28572,76.28, -,8.790354
340.14,7219.589,763.80,-26.28572,76.28, -,8.790354
340.19,7219.589,763.80,-26.28572,76.28, -,8.790354
340.24,7216.157,763.90,-26.28572,76.28, -,8.790354
340.29,7216.157,763.90,-26.28572,76.28, -,8.790354
340.34,7212.726,764.00,-26.28572,76.28, -,8.790354
340.39,7212.726,764.00,-26.28572,76.28, -,8.790354
340.44,7212.726,764.00,-23,76.28, -,8.790354
340.49,7209.296,764.10,-26.28572,76.28, -,8.790354
340.54,7209.296,764.10,-26.28572,76.1, -,8.790354
340.59,7209.296,764.10,-26.28572,76.1, -,8.790354
340.64,7209.296,764.10,-26.28572,76.1, -,8.790354
340.69,7205.864,764.20,-26.28572,76.1, -,8.790354
340.74,7205.864,764.20,-23,76.1, -,8.790354
340.79,7202.435,764.30,-26.28572,76.1, -,8.790354
340.84,7202.435,764.30,-26.28572,76.1, -,8.790354
340.89,7202.435,764.30,-26.28572,76.1, -,8.790354
340.94,7199.003,764.40,-26.28572,76.1, -,8.790354
340.99,7199.003,764.40,-26.28572,76.1, -,8.790354
341.04,7195.575,764.50,-26.28572,76.1, -,8.790354
341.09,7195.575,764.50,-26.28572,76.1, -,8.790354
341.14,7192.146,764.60,-29.57143,76.1, -,8.790354
341.19,7195.575,764.50,-23,76.1, -,8.790354
341.24,7199.003,764.40,-19.71428,76.1, -,8.790354
341.29,7199.003,764.40,-16.42857,76.1, -,8.790354
341.34,7192.146,764.60,-22.95238,76.1, -,8.790354
341.39,7192.146,764.60,-19.66667,76.1, -,8.790354
341.44,7192.146,764.60,-19.66667,76.1, -,8.790354
341.49,7188.716,764.70,-22.95238,76.1, -,8.770906
341.54,7188.716,764.70,-19.66667,76.1, -,8.770906
341.59,7185.289,764.80,-22.95238,76.1, -,8.770906
341.64,7181.859,764.90,-26.23809,76.1, -,8.770906
341.69,7181.859,764.90,-26.23809,76.1, -,8.770906
341.74,7181.859,764.90,-22.95238,76.1, -,8.770906
341.79,7178.433,765.00,-26.23809,76.1, -,8.770906
341.84,7175.006,765.10,-26.23809,76.1, -,8.770906
341.89,7175.006,765.10,-26.23809,76.1, -,8.770906
341.94,7171.578,765.20,-29.52381,76.1, -,8.770906
341.99,7171.578,765.20,-26.23809,76.1, -,8.770906
342.04,7168.152,765.30,-29.52381,76.1, -,8.770906
342.09,7164.725,765.40,-29.52381,76.1, -,8.770906
342.14,7164.725,765.40,-29.52381,76.1, -,8.770906
342.19,7161.3,765.50,-29.47619,76.1, -,8.770906
342.24,7157.875,765.60,-36,76.1, -,8.770906
342.29,7157.875,765.60,-39.28571,76.1, -,8.770906
342.34,7157.875,765.60,-39.28571,76.1, -,8.770906
342.39,7157.875,765.60,-32.76191,76.1, -,8.770906
342.44,7154.449,765.70,-36.04762,76.1, -,8.770906
342.49,7151.024,765.80,-39.28571,76.1, -,8.770906
342.54,7151.024,765.80,-36,76.1, -,8.770906
342.59,7151.024,765.80,-36,76.1, -,8.770906
342.64,7151.024,765.80,-32.71429,76.1, -,8.770906
342.69,7147.599,765.90,-32.71429,76.1, -,8.770906
342.74,7147.599,765.90,-32.71429,76.1, -,8.770906
342.79,7147.599,765.90,-32.71429,76.1, -,8.770906
342.84,7144.176,766.00,-32.66667,76.1, -,8.770906
342.89,7144.176,766.00,-29.38095,76.1, -,8.770906
342.94,7144.176,766.00,-29.38095,76.1, -,8.770906
342.99,7140.753,766.10,-29.33333,76.1, -,8.770906
343.04,7140.753,766.10,-29.33333,76.1, -,8.770906
343.09,7137.328,766.20,-29.28572,76.1, -,8.770906
343.14,7137.328,766.20,-26,76.1, -,8.770906
343.19,7137.328,766.20,-26,76.1, -,8.770906
343.24,7137.328,766.20,-22.76191,76.1, -,8.770906
343.29,7133.906,766.30,-22.76191,76.1, -,8.770906
343.34,7133.906,766.30,-22.76191,76.1, -,8.770906
343.39,7130.482,766.40,-26,76.1, -,8.770906
343.44,7130.482,766.40,-26,76.1, -,8.770906
343.49,7130.482,766.40,-22.71428,76.1, -,8.790354
343.54,7127.061,766.50,-22.71428,76.1, -,8.790354
343.59,7127.061,766.50,-22.71428,76.1, -,8.790354
343.64,7123.64,766.60,-25.95238,76.1, -,8.790354
343.69,7123.64,766.60,-25.95238,76.1, -,8.790354
343.74,7123.64,766.60,-22.66667,76.1, -,8.790354
343.79,7120.217,766.70,-25.90476,76.1, -,8.790354
343.84,7116.796,766.80,-29.14286,76.1, -,8.790354
343.89,7116.796,766.80,-25.90476,76.1, -,8.790354
343.94,7113.375,766.90,-29.14286,76.1, -,8.790354
343.99,7113.375,766.90,-29.14286,76.1, -,8.790354
344.04,7109.955,767.00,-29.14286,76.1, -,8.790354
344.09,7109.955,767.00,-29.14286,76.1, -,8.790354
344.14,7106.536,767.10,-29.14286,76.1, -,8.790354
344.19,7106.536,767.10,-29.14286,76.1, -,8.790354
344.24,7103.114,767.20,-32.38095,76.1, -,8.790354
344.29,7099.696,767.30,-35.61905,76.1, -,8.790354
344.34,7099.696,767.30,-32.38095,76.1, -,8.790354
344.39,7096.276,767.40,-35.61905,76.1, -,8.790354
344.44,7092.858,767.50,-35.61905,76.1, -,8.790354
344.49,7092.858,767.50,-35.61905,76.1, -,8.790354
344.54,7089.44,767.60,-38.85714,76.1, -,8.790354
344.59,7089.44,767.60,-35.61905,76.1, -,8.790354
344.64,7086.021,767.70,-38.85714,76.1, -,8.790354
344.69,7086.021,767.70,-35.61905,76.1, -,8.790354
344.74,7086.021,767.70,-35.61905,76.1, -,8.790354
344.79,7082.604,767.80,-38.85714,76.1, -,8.790354
344.84,7082.604,767.80,-35.61905,76.1, -,8.790354
344.89,7082.604,767.80,-32.38095,76.1, -,8.790354
344.94,7079.186,767.90,-35.61905,76.1, -,8.790354
344.99,7079.186,767.90,-32.38095,76.1, -,8.790354
345.04,7075.77,768.00,-35.61905,76.1, -,8.790354
345.09,7075.77,768.00,-32.38095,76.1, -,8.790354
345.14,7072.354,768.10,-35.61905,76.1, -,8.790354
345.19,7072.354,768.10,-32.38095,76.1, -,8.790354
345.24,7072.354,768.10,-32.38095,76.1, -,8.790354
345.29,7068.937,768.20,-32.38095,76.1, -,8.790354
345.34,7068.937,768.20,-29.14286,76.1, -,8.790354
345.39,7065.522,768.30,-32.38095,76.1, -,8.790354
345.44,7062.105,768.40,-32.38095,76.1, -,8.790354
345.49,7062.105,768.40,-29.14286,76.1, -,8.790354
345.54,7062.105,768.40,-29.14286,76.1, -,8.790354
345.59,7058.691,768.50,-29.14286,76.1, -,8.790354
345.64,7055.277,768.60,-32.38095,76.1, -,8.790354
345.69,7055.277,768.60,-29.14286,76.1, -,8.790354
345.74,7055.277,768.60,-29.14286,76.1, -,8.790354
345.79,7051.862,768.70,-32.38095,76.1, -,8.790354
345.84,7051.862,768.70,-29.14286,76.1, -,8.790354
345.89,7048.449,768.80,-32.38095,76.1, -,8.790354
345.94,7048.449,768.80,-32.38095,76.1, -,8.790354
345.99,7045.034,768.90,-32.38095,76.1, -,8.790354
346.04,7045.034,768.90,-32.38095,76.1, -,8.790354
346.09,7045.034,768.90,-29.14286,76.1, -,8.790354
346.14,7045.034,768.90,-29.14286,76.1, -,8.790354
346.19,7041.621,769.00,-29.14286,76.1, -,8.790354
346.24,7041.621,769.00,-29.14286,76.1, -,8.790354
346.29,7041.621,769.00,-29.14286,76.1, -,8.790354
346.34,7041.621,769.00,-25.90476,76.1, -,8.790354
346.39,7038.209,769.10,-29.14286,76.1, -,8.790354
346.44,7038.209,769.10,-25.90476,76.1, -,8.790354
346.49,7038.209,769.10,-22.66667,76.1, -,8.790354
346.54,7034.795,769.20,-25.90476,76.1, -,8.770906
346.59,7034.795,769.20,-25.90476,76.1, -,8.770906
346.64,7034.795,769.20,-22.66667,76.1, -,8.770906
346.69,7031.384,769.30,-22.66667,76.1, -,8.770906
346.74,7031.384,769.30,-22.66667,76.1, -,8.770906
346.79,7027.971,769.40,-25.90476,76.1, -,8.770906
346.84,7027.971,769.40,-22.66667,76.1, -,8.770906
346.89,7024.561,769.50,-25.90476,76.1, -,8.770906
346.94,7024.561,769.50,-22.66667,76.1, -,8.770906
346.99,7021.15,769.60,-25.90476,76.1, -,8.770906
347.04,7021.15,769.60,-22.66667,76.1, -,8.770906
347.09,7021.15,769.60,-22.66667,76.1, -,8.770906
347.14,7017.738,769.70,-25.90476,76.1, -,8.770906
347.19,7017.738,769.70,-25.90476,76.1, -,8.770906
347.24,7017.738,769.70,-22.66667,76.1, -,8.770906
347.29,7014.329,769.80,-25.90476,76.1, -,8.770906
347.34,7014.329,769.80,-25.90476,76.1, -,8.770906
347.39,7010.917,769.90,-29.14286,76.1, -,8.770906
347.44,7010.917,769.90,-25.90476,76.1, -,8.770906
347.49,7010.917,769.90,-25.90476,75.92, -,8.770906
347.54,7007.508,770.00,-29.14286,75.92, -,8.770906
347.59,7004.1,770.10,-29.14286,75.92, -,8.770906
347.64,7004.1,770.10,-29.14286,75.92, -,8.770906
347.69,7004.1,770.10,-29.14286,75.92, -,8.770906
347.74,7000.69,770.20,-29.14286,75.92, -,8.770906
347.79,7000.69,770.20,-29.14286,75.92, -,8.770906
347.84,7000.69,770.20,-25.90476,75.92, -,8.770906
347.89,6997.282,770.30,-29.14286,75.92, -,8.770906
347.94,6997.282,770.30,-25.90476,75.92, -,8.770906
347.99,6993.873,770.40,-29.14286,75.92, -,8.770906
348.04,6990.465,770.50,-29.14286,75.92, -,8.770906
348.09,6990.465,770.50,-29.14286,75.92, -,8.770906
348.14,6987.059,770.60,-32.38095,75.92, -,8.770906
348.19,6987.059,770.60,-29.14286,75.92, -,8.770906
348.24,6983.65,770.70,-32.38095,75.92, -,8.770906
348.29,6980.245,770.80,-35.61905,75.92, -,8.770906
348.34,6980.245,770.80,-32.38095,75.92, -,8.770906
348.39,6976.837,770.90,-35.61905,75.92, -,8.770906
348.44,6976.837,770.90,-32.38095,75.92, -,8.770906
348.49,6973.432,771.00,-35.61905,75.92, -,8.770906
348.54,6973.432,771.00,-35.61905,75.92, -,8.790354
348.59,6970.026,771.10,-35.61905,75.92, -,8.790354
348.64,6970.026,771.10,-32.38095,75.92, -,8.790354
348.69,6970.026,771.10,-32.38095,75.92, -,8.790354
348.74,6966.62,771.20,-35.61905,75.92, -,8.790354
348.79,6963.216,771.30,-35.61905,75.92, -,8.790354
348.84,6963.216,771.30,-35.61905,75.92, -,8.790354
348.89,6959.81,771.40,-38.85714,75.92, -,8.790354
348.94,6959.81,771.40,-35.61905,75.92, -,8.790354
348.99,6959.81,771.40,-35.61905,75.92, -,8.790354
349.04,6959.81,771.40,-32.38095,75.92, -,8.790354
349.09,6956.406,771.50,-32.38095,75.92, -,8.790354
349.14,6956.406,771.50,-32.38095,75.92, -,8.790354
349.19,6953.003,771.60,-32.38095,75.92, -,8.790354
349.24,6953.003,771.60,-32.38095,75.92, -,8.790354
349.29,6949.599,771.70,-32.38095,75.92, -,8.790354
349.34,6949.599,771.70,-29.14286,75.92, -,8.790354
349.39,6949.599,771.70,-29.14286,75.92, -,8.790354
