Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
62.30,20986.88,439.20,-102.5714,85.1, -,8.790354
62.35,20960.04,439.70,-138.4286,85.1, -,8.790354
62.40,20960.04,439.70,-138.4286,85.1, -,8.790354
62.45,20960.04,439.70,-138.4286,85.1, -,8.790354
62.50,20954.67,439.80,-143.5238,85.1, -,8.790354
62.55,20943.94,440.00,-169.1905,85.1, -,8.809802
62.60,20943.94,440.00,-169.1905,85.1, -,8.809802
62.65,20954.67,439.80,-138.381,85.1, -,8.809802
62.70,20949.31,439.90,-138.3333,85.1, -,8.809802
62.75,20943.94,440.00,-138.2857,85.1, -,8.809802
62.80,20927.86,440.30,-148.4762,85.1, -,8.809802
62.85,20917.14,440.50,-153.5238,85.1, -,8.809802
62.90,20917.14,440.50,-153.5238,85.1, -,8.809802
62.95,20927.86,440.30,-133.0476,85.1, -,8.809802
63.00,20933.22,440.20,-112.5714,85.1, -,8.809802
63.05,20927.86,440.30,-97.14286,85.1, -,8.809802
63.10,20906.42,440.70,-91.95238,85.1, -,8.809802
63.15,20890.35,441.00,-91.90476,85.1, -,8.809802
63.20,20895.71,440.90,-91.90476,85.1, -,8.809802
63.25,20911.78,440.60,-91.95238,85.1, -,8.809802
63.30,20911.78,440.60,-97.09524,85.1, -,8.809802
63.35,20906.42,440.70,-76.61905,85.1, -,8.809802
63.40,20895.71,440.90,-61.23809,85.1, -,8.809802
63.45,20895.71,440.90,-61.23809,85.1, -,8.809802
63.50,20895.71,440.90,-61.23809,84.92, -,8.809802
63.55,20895.71,440.90,-56.14286,84.92, -,8.809802
63.60,20890.35,441.00,-51,84.92, -,8.809802
63.65,20901.06,440.80,-40.80952,84.92, -,8.809802
63.70,20906.42,440.70,-45.95238,84.92, -,8.809802
63.75,20895.71,440.90,-51.04762,84.92, -,8.809802
63.80,20890.35,441.00,-51.04762,84.92, -,8.809802
63.85,20879.65,441.20,-45.90476,84.92, -,8.809802
63.90,20868.95,441.40,-45.90476,84.92, -,8.809802
63.95,20847.55,441.80,-66.28571,84.92, -,8.809802
64.00,20836.86,442.00,-86.66666,84.92, -,8.809802
64.05,20820.83,442.30,-107.0476,84.92, -,8.809802
64.10,20820.83,442.30,-101.9524,84.92, -,8.809802
64.15,20815.49,442.40,-86.61905,84.92, -,8.809802
64.20,20804.81,442.60,-81.52381,84.92, -,8.809802
64.25,20799.47,442.70,-91.71429,84.92, -,8.809802
64.30,20799.47,442.70,-107,84.92, -,8.809802
64.35,20799.47,442.70,-107,84.92, -,8.809802
64.40,20788.8,442.90,-112.0476,84.92, -,8.809802
64.45,20783.47,443.00,-106.9524,84.92, -,8.809802
64.50,20778.13,443.10,-112.0476,84.92, -,8.809802
64.55,20767.47,443.30,-122.1905,84.92, -,8.809802
64.60,20772.8,443.20,-117.0952,84.92, -,8.809802
64.65,20788.8,442.90,-96.7619,84.92, -,8.809802
64.70,20794.14,442.80,-101.8571,84.92, -,8.809802
64.75,20794.14,442.80,-106.9524,84.92, -,8.809802
64.80,20788.8,442.90,-101.8571,84.92, -,8.809802
64.85,20799.47,442.70,-86.61905,84.92, -,8.809802
64.90,20783.47,443.00,-91.66666,84.92, -,8.809802
64.95,20772.8,443.20,-91.61905,84.92, -,8.809802
65.00,20767.47,443.30,-76.33334,84.92, -,8.809802
65.05,20767.47,443.30,-66.14286,84.92, -,8.809802
65.10,20762.14,443.40,-55.95238,84.92, -,8.809802
65.15,20762.14,443.40,-55.95238,84.92, -,8.809802
65.20,20756.81,443.50,-55.95238,84.92, -,8.809802
65.25,20762.14,443.40,-40.66667,84.92, -,8.809802
65.30,20767.47,443.30,-30.47619,84.92, -,8.809802
65.35,20756.81,443.50,-40.61905,84.92, -,8.809802
65.40,20746.15,443.70,-50.76191,84.92, -,8.809802
65.45,20735.5,443.90,-50.76191,84.92, -,8.809802
65.50,20724.85,444.10,-55.80952,84.92, -,8.809802
65.55,20724.85,444.10,-50.71429,84.92, -,8.809802
65.60,20724.85,444.10,-40.57143,84.92, -,8.809802
65.65,20724.85,444.10,-45.66667,84.92, -,8.809802
65.70,20719.52,444.20,-65.95238,84.92, -,8.809802
65.75,20724.85,444.10,-66,84.92, -,8.809802
65.80,20719.52,444.20,-71.04762,84.92, -,8.809802
65.85,20692.92,444.70,-91.28571,84.92, -,8.809802
65.90,20666.34,445.20,-126.7619,84.92, -,8.809802
65.95,20650.41,445.50,-126.7143,84.92, -,8.809802
66.00,20639.79,445.70,-126.6667,84.92, -,8.809802
66.05,20629.18,445.90,-131.6667,84.92, -,8.809802
66.10,20613.26,446.20,-146.8095,84.92, -,8.809802
66.15,20607.96,446.30,-146.7619,84.92, -,8.809802
66.20,20607.96,446.30,-146.7619,84.92, -,8.809802
66.25,20618.57,446.10,-131.5714,84.92, -,8.809802
66.30,20629.18,445.90,-126.5714,84.92, -,8.809802
66.35,20634.48,445.80,-126.619,84.92, -,8.809802
66.40,20607.96,446.30,-141.7143,84.92, -,8.809802
66.45,20597.36,446.50,-141.6667,84.92, -,8.809802
66.50,20607.96,446.30,-121.4286,84.92, -,8.809802
66.55,20607.96,446.30,-111.2857,84.92, -,8.809802
66.60,20602.66,446.40,-116.3333,84.92, -,8.809802
66.65,20597.36,446.50,-121.381,84.92, -,8.809802
66.70,20597.36,446.50,-121.381,84.92, -,8.809802
66.75,20597.36,446.50,-116.3333,84.92, -,8.809802
66.80,20592.06,446.60,-126.4286,84.92, -,8.809802
66.85,20581.46,446.80,-131.4762,84.92, -,8.809802
66.90,20560.28,447.20,-126.3333,84.92, -,8.809802
66.95,20570.87,447.00,-90.90476,84.92, -,8.809802
67.00,20586.76,446.70,-60.57143,84.92, -,8.809802
67.05,20581.46,446.80,-55.52381,84.92, -,8.809802
67.10,20570.87,447.00,-55.52381,84.92, -,8.809802
67.15,20554.98,447.30,-55.52381,84.92, -,8.809802
67.20,20539.11,447.60,-65.61905,84.92, -,8.809802
67.25,20528.53,447.80,-75.71429,84.92, -,8.809802
67.30,20528.53,447.80,-85.80952,84.92, -,8.809802
67.35,20549.69,447.40,-75.7619,84.92, -,8.809802
67.40,20554.98,447.30,-75.7619,84.92, -,8.809802
67.45,20544.4,447.50,-60.61905,84.92, -,8.809802
67.50,20523.24,447.90,-70.66666,84.92, -,8.809802
67.55,20502.1,448.30,-100.9048,84.92, -,8.809802
67.60,20491.54,448.50,-110.9524,84.92, -,8.809802
67.65,20486.26,448.60,-110.9524,84.92, -,8.809802
67.70,20480.97,448.70,-110.9524,84.92, -,8.809802
67.75,20480.97,448.70,-110.9524,84.92, -,8.809802
67.80,20486.26,448.60,-105.9048,84.92, -,8.809802
67.85,20496.82,448.40,-90.80952,84.92, -,8.809802
67.90,20507.38,448.20,-70.66666,84.92, -,8.809802
67.95,20512.67,448.10,-45.42857,84.92, -,8.809802
68.00,20512.67,448.10,-55.52381,84.92, -,8.809802
68.05,20512.67,448.10,-70.66666,84.92, -,8.809802
68.10,20507.38,448.20,-70.66666,84.92, -,8.809802
68.15,20496.82,448.40,-70.61905,84.92, -,8.809802
68.20,20486.26,448.60,-65.52381,84.92, -,8.809802
68.25,20470.42,448.90,-65.47619,84.92, -,8.809802
68.30,20459.87,449.10,-65.42857,84.92, -,8.809802
68.35,20449.32,449.30,-75.47619,84.92, -,8.809802
68.40,20444.04,449.40,-100.619,84.92, -,8.809802
68.45,20438.77,449.50,-110.6667,84.92, -,8.809802
68.50,20428.23,449.70,-110.619,84.92, -,8.809802
68.55,20417.69,449.90,-100.5238,84.92, -,8.790354
68.60,20412.42,450.00,-85.38095,84.92, -,8.790354
68.65,20407.15,450.10,-80.33334,84.92, -,8.790354
68.70,20396.63,450.30,-85.33334,84.92, -,8.790354
68.75,20391.36,450.40,-85.28571,84.92, -,8.790354
68.80,20391.36,450.40,-85.28571,84.92, -,8.790354
68.85,20391.36,450.40,-90.33334,84.92, -,8.790354
68.90,20396.63,450.30,-95.38095,84.92, -,8.790354
68.95,20401.89,450.20,-100.4286,84.92, -,8.790354
69.00,20396.63,450.30,-110.4762,84.92, -,8.790354
69.05,20396.63,450.30,-110.4762,84.92, -,8.790354
69.10,20396.63,450.30,-110.4762,84.92, -,8.790354
69.15,20380.84,450.60,-120.4762,84.92, -,8.790354
69.20,20359.8,451.00,-130.4762,84.92, -,8.790354
69.25,20354.54,451.10,-125.4286,84.92, -,8.790354
69.30,20365.06,450.90,-100.3333,84.92, -,8.790354
69.35,20370.31,450.80,-85.28571,84.92, -,8.790354
69.40,20375.57,450.70,-70.2381,84.92, -,8.790354
69.45,20386.1,450.50,-55.23809,84.92, -,8.790354
69.50,20391.36,450.40,-45.23809,84.92, -,8.790354
69.55,20380.84,450.60,-45.23809,84.92, -,8.790354
69.60,20365.06,450.90,-50.23809,84.92, -,8.790354
69.65,20370.31,450.80,-40.23809,84.92, -,8.790354
69.70,20354.54,451.10,-50.28571,84.92, -,8.790354
69.75,20344.03,451.30,-50.23809,84.92, -,8.790354
69.80,20349.28,451.20,-40.23809,84.92, -,8.790354
69.85,20333.52,451.50,-55.23809,84.92, -,8.790354
69.90,20323.02,451.70,-65.2381,84.92, -,8.790354
69.95,20328.27,451.60,-65.2381,84.92, -,8.790354
70.00,20323.02,451.70,-75.2381,84.92, -,8.790354
70.05,20328.27,451.60,-65.2381,84.92, -,8.790354
70.10,20328.27,451.60,-65.2381,84.92, -,8.790354
70.15,20323.02,451.70,-70.2381,84.92, -,8.790354
70.20,20323.02,451.70,-55.19048,84.92, -,8.790354
70.25,20328.27,451.60,-30.14286,84.92, -,8.790354
70.30,20323.02,451.70,-30.14286,84.92, -,8.790354
70.35,20296.77,452.20,-65.14286,84.92, -,8.790354
70.40,20275.79,452.60,-90.14286,84.92, -,8.790354
70.45,20270.55,452.70,-100.1429,84.92, -,8.790354
70.50,20275.79,452.60,-105.1429,84.92, -,8.790354
70.55,20281.04,452.50,-105.1429,84.92, -,8.809802
70.60,20281.04,452.50,-95.09524,84.92, -,8.809802
70.65,20260.07,452.90,-100,84.92, -,8.809802
70.70,20233.88,453.40,-129.9524,84.92, -,8.809802
70.75,20223.41,453.60,-124.8571,84.92, -,8.809802
70.80,20218.18,453.70,-119.8571,84.92, -,8.809802
70.85,20207.72,453.90,-134.8095,84.92, -,8.809802
70.90,20197.26,454.10,-129.7619,84.92, -,8.809802
70.95,20197.26,454.10,-119.7619,84.92, -,8.809802
71.00,20186.8,454.30,-134.7143,84.92, -,8.809802
71.05,20186.8,454.30,-129.7143,84.92, -,8.809802
71.10,20186.8,454.30,-134.7143,84.92, -,8.809802
71.15,20197.26,454.10,-124.7619,84.92, -,8.809802
71.20,20197.26,454.10,-119.7619,84.92, -,8.809802
71.25,20202.49,454.00,-114.7619,84.92, -,8.809802
71.30,20197.26,454.10,-124.7619,84.92, -,8.809802
71.35,20192.03,454.20,-124.7619,84.92, -,8.809802
71.40,20176.35,454.50,-114.7143,84.92, -,8.809802
71.45,20165.9,454.70,-104.6667,84.92, -,8.809802
71.50,20165.9,454.70,-99.66666,84.92, -,8.809802
71.55,20171.13,454.60,-99.71429,84.92, -,8.809802
71.60,20165.9,454.70,-109.6667,84.92, -,8.809802
71.65,20150.24,455.00,-124.5714,84.92, -,8.809802
71.70,20150.24,455.00,-104.619,84.92, -,8.809802
71.75,20145.02,455.10,-84.61905,84.92, -,8.809802
71.80,20139.8,455.20,-79.61905,84.92, -,8.809802
71.85,20139.8,455.20,-74.61905,84.92, -,8.809802
71.90,20129.37,455.40,-74.61905,84.92, -,8.809802
71.95,20134.58,455.30,-59.71429,84.92, -,8.809802
72.00,20139.8,455.20,-54.76191,84.92, -,8.809802
72.05,20150.24,455.00,-34.85714,84.92, -,8.809802
72.10,20150.24,455.00,-34.85714,84.92, -,8.809802
72.15,20134.58,455.30,-49.76191,84.92, -,8.809802
72.20,20129.37,455.40,-64.66666,84.92, -,8.809802
72.25,20139.8,455.20,-54.71429,84.92, -,8.809802
72.30,20134.58,455.30,-64.66666,84.92, -,8.809802
72.35,20129.37,455.40,-64.61905,84.92, -,8.809802
72.40,20124.15,455.50,-64.57143,84.92, -,8.809802
72.45,20124.15,455.50,-49.61905,84.92, -,8.809802
72.50,20124.15,455.50,-39.66667,84.92, -,8.809802
72.55,20124.15,455.50,-39.66667,84.92, -,8.809802
72.60,20113.72,455.70,-54.57143,84.92, -,8.809802
72.65,20108.51,455.80,-54.57143,84.92, -,8.809802
72.70,20108.51,455.80,-39.66667,84.92, -,8.809802
72.75,20103.29,455.90,-44.61905,84.92, -,8.809802
72.80,20098.08,456.00,-44.61905,84.92, -,8.809802
72.85,20082.46,456.30,-54.57143,84.92, -,8.809802
72.90,20061.63,456.70,-74.42857,84.92, -,8.809802
72.95,20035.62,457.20,-89.2381,84.92, -,8.809802
73.00,20020.02,457.50,-109.0476,84.92, -,8.809802
73.05,20009.63,457.70,-123.9048,84.92, -,8.809802
73.10,20020.02,457.50,-123.9524,84.92, -,8.809802
73.15,20046.02,457.00,-99.19048,84.92, -,8.809802
73.20,20051.22,456.90,-79.33334,84.92, -,8.809802
73.25,20056.43,456.80,-69.42857,84.92, -,8.809802
73.30,20051.22,456.90,-84.33334,84.92, -,8.809802
73.35,20046.02,457.00,-84.33334,84.92, -,8.809802
73.40,20040.82,457.10,-84.33334,84.92, -,8.809802
73.45,20040.82,457.10,-79.38095,84.92, -,8.809802
73.50,20035.62,457.20,-84.33334,84.92, -,8.809802
73.55,20025.22,457.40,-94.2381,84.92, -,8.809802
73.60,20020.02,457.50,-99.19048,84.92, -,8.809802
73.65,20014.83,457.60,-94.19048,84.92, -,8.809802
73.70,19994.05,458.00,-109.0476,84.92, -,8.809802
73.75,19988.86,458.10,-114,84.92, -,8.809802
73.80,19988.86,458.10,-109.0476,84.92, -,8.809802
73.85,19988.86,458.10,-104.0952,84.92, -,8.809802
73.90,19978.47,458.30,-99.09524,84.92, -,8.809802
73.95,19973.29,458.40,-84.19048,84.92, -,8.809802
74.00,19957.72,458.70,-74.2381,84.92, -,8.809802
74.05,19952.54,458.80,-64.33334,84.92, -,8.809802
74.10,19947.35,458.90,-59.38095,84.92, -,8.809802
74.15,19947.35,458.90,-69.28571,84.92, -,8.809802
74.20,19952.54,458.80,-89.09524,84.92, -,8.809802
74.25,19957.72,458.70,-89.09524,84.92, -,8.809802
74.30,19957.72,458.70,-94.04762,84.92, -,8.809802
74.35,19952.54,458.80,-94.04762,84.92, -,8.809802
74.40,19952.54,458.80,-89.09524,84.92, -,8.809802
74.45,19962.91,458.60,-74.28571,84.92, -,8.809802
74.50,19962.91,458.60,-74.28571,84.92, -,8.809802
74.55,19952.54,458.80,-79.19048,84.92, -,8.809802
74.60,19942.17,459.00,-79.14286,84.92, -,8.809802
74.65,19936.98,459.10,-79.14286,84.92, -,8.809802
74.70,19931.8,459.20,-79.14286,84.92, -,8.809802
74.75,19921.44,459.40,-69.19048,84.92, -,8.809802
74.80,19916.26,459.50,-69.19048,84.92, -,8.809802
74.85,19895.55,459.90,-88.90476,84.92, -,8.809802
74.90,19880.03,460.20,-103.6667,84.92, -,8.809802
74.95,19869.69,460.40,-103.619,84.92, -,8.809802
75.00,19864.52,460.50,-103.5714,84.92, -,8.809802
75.05,19854.18,460.70,-98.61905,84.92, -,8.809802
75.10,19849.02,460.80,-98.57143,84.92, -,8.809802
75.15,19838.68,461.00,-103.4762,84.92, -,8.809802
75.20,19833.52,461.10,-108.381,84.92, -,8.809802
75.25,19833.52,461.10,-113.3333,84.92, -,8.809802
75.30,19828.35,461.20,-123.1905,84.92, -,8.809802
75.35,19849.02,460.80,-103.5238,84.92, -,8.809802
75.40,19854.18,460.70,-93.66666,84.92, -,8.809802
75.45,19849.02,460.80,-98.57143,84.92, -,8.809802
75.50,19854.18,460.70,-103.5238,84.92, -,8.809802
75.55,19849.02,460.80,-108.4286,84.92, -,8.809802
75.60,19843.85,460.90,-103.4762,84.92, -,8.809802
75.65,19833.52,461.10,-103.4762,84.92, -,8.809802
75.70,19828.35,461.20,-103.4286,84.92, -,8.809802
75.75,19823.19,461.30,-103.381,84.92, -,8.809802
75.80,19818.03,461.40,-98.42857,84.92, -,8.809802
75.85,19818.03,461.40,-93.47619,84.92, -,8.809802
75.90,19818.03,461.40,-73.7619,84.92, -,8.809802
75.95,19812.87,461.50,-63.90476,84.92, -,8.809802
76.00,19812.87,461.50,-54.04762,84.92, -,8.809802
76.05,19807.71,461.60,-54.04762,84.92, -,8.809802
76.10,19781.92,462.10,-68.7619,84.92, -,8.809802
76.15,19771.61,462.30,-73.66666,84.92, -,8.809802
76.20,19766.46,462.40,-68.71429,84.92, -,8.809802
76.25,19766.46,462.40,-63.80952,84.92, -,8.809802
76.30,19771.61,462.30,-58.90476,84.92, -,8.809802
76.35,19771.61,462.30,-54,84.92, -,8.809802
76.40,19771.61,462.30,-73.66666,84.92, -,8.809802
76.45,19781.92,462.10,-68.7619,84.92, -,8.809802
76.50,19781.92,462.10,-63.85714,84.92, -,8.809802
76.55,19771.61,462.30,-78.57143,84.92, -,8.809802
76.60,19761.31,462.50,-83.47619,84.92, -,8.809802
76.65,19756.16,462.60,-83.47619,84.92, -,8.809802
76.70,19751.01,462.70,-78.52381,84.92, -,8.809802
76.75,19745.86,462.80,-78.52381,84.92, -,8.809802
76.80,19745.86,462.80,-73.61905,84.92, -,8.809802
76.85,19735.56,463.00,-78.52381,84.92, -,8.809802
76.90,19725.27,463.20,-88.33334,84.92, -,8.809802
76.95,19699.55,463.70,-112.8095,84.92, -,8.809802
77.00,19689.27,463.90,-117.7143,84.92, -,8.809802
77.05,19684.13,464.00,-122.619,84.92, -,8.809802
77.10,19689.27,463.90,-112.8095,84.92, -,8.809802
77.15,19689.27,463.90,-88.2381,84.92, -,8.809802
77.20,19684.13,464.00,-83.33334,84.92, -,8.809802
77.25,19673.86,464.20,-88.2381,84.92, -,8.809802
77.30,19658.46,464.50,-102.9048,84.92, -,8.809802
77.35,19643.06,464.80,-122.4762,84.92, -,8.809802
77.40,19632.8,465.00,-132.2381,84.92, -,8.809802
77.45,19617.41,465.30,-146.9048,84.92, -,8.809802
77.50,19607.16,465.50,-166.4762,84.92, -,8.809802
77.55,19622.54,465.20,-151.8095,84.92, -,8.809802
77.60,19643.06,464.80,-122.4762,84.92, -,8.809802
77.65,19643.06,464.80,-112.6667,84.92, -,8.809802
77.70,19648.19,464.70,-102.8571,84.92, -,8.809802
77.75,19643.06,464.80,-102.8571,84.92, -,8.809802
77.80,19637.93,464.90,-102.8571,84.92, -,8.809802
77.85,19632.8,465.00,-107.7619,84.92, -,8.809802
77.90,19627.67,465.10,-102.8571,84.92, -,8.809802
77.95,19617.41,465.30,-102.8095,84.92, -,8.809802
78.00,19617.41,465.30,-78.33334,84.92, -,8.809802
78.05,19612.29,465.40,-73.38095,84.92, -,8.809802
78.10,19612.29,465.40,-68.47619,84.92, -,8.809802
78.15,19607.16,465.50,-78.2381,84.92, -,8.809802
78.20,19596.91,465.70,-88,84.92, -,8.809802
78.25,19576.43,466.10,-102.619,84.92, -,8.809802
78.30,19571.31,466.20,-97.66666,84.92, -,8.809802
78.35,19566.2,466.30,-87.85714,84.92, -,8.809802
78.40,19561.08,466.40,-78.04762,84.92, -,8.809802
78.45,19555.96,466.50,-73.14286,84.92, -,8.809802
78.50,19550.85,466.60,-63.33333,84.92, -,8.809802
78.55,19545.73,466.70,-58.42857,84.92, -,8.809802
78.60,19535.5,466.90,-82.85714,84.92, -,8.809802
78.65,19525.28,467.10,-112.0952,84.92, -,8.809802
78.70,19520.17,467.20,-116.9524,84.92, -,8.809802
78.75,19530.39,467.00,-112.1429,84.92, -,8.809802
78.80,19540.62,466.80,-97.52381,84.92, -,8.809802
78.85,19540.62,466.80,-92.61905,84.92, -,8.809802
78.90,19535.5,466.90,-92.57143,84.92, -,8.809802
78.95,19525.28,467.10,-97.38095,84.92, -,8.809802
79.00,19515.06,467.30,-97.33334,84.92, -,8.809802
79.05,19504.85,467.50,-107.0476,84.92, -,8.809802
79.10,19489.53,467.80,-116.7619,84.92, -,8.809802
79.15,19484.43,467.90,-121.619,84.92, -,8.809802
79.20,19479.32,468.00,-121.619,84.92, -,8.809802
79.25,19474.22,468.10,-116.7143,84.92, -,8.809802
79.30,19469.12,468.20,-102.0476,84.92, -,8.809802
79.35,19469.12,468.20,-97.19048,84.92, -,8.809802
79.40,19464.02,468.30,-97.19048,84.92, -,8.809802
79.45,19458.92,468.40,-97.19048,84.92, -,8.809802
79.50,19458.92,468.40,-92.33334,84.74, -,8.809802
79.55,19458.92,468.40,-87.47619,84.74, -,8.809802
79.60,19464.02,468.30,-77.7619,84.74, -,8.809802
79.65,19469.12,468.20,-63.14286,84.74, -,8.809802
79.70,19464.02,468.30,-58.28571,84.74, -,8.809802
79.75,19464.02,468.30,-53.42857,84.74, -,8.809802
79.80,19458.92,468.40,-68,84.74, -,8.809802
79.85,19448.72,468.60,-87.42857,84.74, -,8.809802
79.90,19433.44,468.90,-102,84.74, -,8.809802
79.95,19423.25,469.10,-106.8571,84.74, -,8.809802
80.00,19423.25,469.10,-97.14286,84.74, -,8.809802
80.05,19428.34,469.00,-82.57143,84.74, -,8.809802
80.10,19423.25,469.10,-77.71429,84.74, -,8.809802
80.15,19418.16,469.20,-68,84.74, -,8.809802
80.20,19397.79,469.60,-82.52381,84.74, -,8.809802
80.25,19392.71,469.70,-82.52381,84.74, -,8.809802
80.30,19387.62,469.80,-82.52381,84.74, -,8.809802
80.35,19387.62,469.80,-77.66666,84.74, -,8.809802
80.40,19392.71,469.70,-72.80952,84.74, -,8.809802
80.45,19392.71,469.70,-67.95238,84.74, -,8.809802
80.50,19387.62,469.80,-67.95238,84.74, -,8.809802
80.55,19362.2,470.30,-92.14286,84.74, -,8.809802
80.60,19357.12,470.40,-97,84.74, -,8.809802
80.65,19352.04,470.50,-106.7143,84.74, -,8.809802
80.70,19346.96,470.60,-116.4286,84.74, -,8.809802
80.75,19336.8,470.80,-121.2381,84.74, -,8.809802
80.80,19326.64,471.00,-130.9048,84.74, -,8.809802
80.85,19326.64,471.00,-126.0476,84.74, -,8.809802
80.90,19331.72,470.90,-111.4762,84.74, -,8.809802
80.95,19341.88,470.70,-87.2381,84.74, -,8.809802
81.00,19346.96,470.60,-72.66666,84.74, -,8.809802
81.05,19341.88,470.70,-77.52381,84.74, -,8.809802
81.10,19326.64,471.00,-96.90476,84.74, -,8.809802
81.15,19316.49,471.20,-101.7143,84.74, -,8.809802
81.20,19316.49,471.20,-96.85714,84.74, -,8.809802
81.25,19316.49,471.20,-77.47619,84.74, -,8.809802
81.30,19311.42,471.30,-77.42857,84.74, -,8.809802
81.35,19301.27,471.50,-82.2381,84.74, -,8.809802
81.40,19301.27,471.50,-82.2381,84.74, -,8.809802
81.45,19291.13,471.70,-96.7619,84.74, -,8.809802
81.50,19286.06,471.80,-101.5714,84.74, -,8.809802
81.55,19286.06,471.80,-96.71429,84.74, -,8.809802
81.60,19280.99,471.90,-77.33334,84.74, -,8.809802
81.65,19275.92,472.00,-77.28571,84.74, -,8.809802
81.70,19280.99,471.90,-67.61905,84.74, -,8.809802
81.75,19291.13,471.70,-53.09524,84.74, -,8.809802
81.80,19291.13,471.70,-43.42857,84.74, -,8.809802
81.85,19286.06,471.80,-38.57143,84.74, -,8.809802
81.90,19280.99,471.90,-43.38095,84.74, -,8.809802
81.95,19270.86,472.10,-57.90476,84.74, -,8.809802
82.00,19255.66,472.40,-82.04762,84.74, -,8.809802
82.05,19245.54,472.60,-96.57143,84.74, -,8.809802
82.10,19245.54,472.60,-91.71429,84.74, -,8.809802
82.15,19245.54,472.60,-77.19048,84.74, -,8.809802
82.20,19240.47,472.70,-72.33334,84.74, -,8.809802
82.25,19230.35,472.90,-81.95238,84.74, -,8.809802
82.30,19220.23,473.10,-91.57143,84.74, -,8.809802
82.35,19220.23,473.10,-86.7619,84.74, -,8.809802
82.40,19225.29,473.00,-72.28571,84.74, -,8.809802
82.45,19230.35,472.90,-67.47619,84.74, -,8.809802
82.50,19240.47,472.70,-48.19048,84.74, -,8.809802
82.55,19230.35,472.90,-53,84.74, -,8.829249
82.60,19220.23,473.10,-62.61905,84.74, -,8.829249
82.65,19220.23,473.10,-57.80952,84.74, -,8.829249
82.70,19205.06,473.40,-67.42857,84.74, -,8.829249
82.75,19200.01,473.50,-77.04762,84.74, -,8.829249
82.80,19200.01,473.50,-86.71429,84.74, -,8.829249
82.85,19189.9,473.70,-96.33334,84.74, -,8.829249
82.90,19174.75,474.00,-105.9524,84.74, -,8.829249
82.95,19169.7,474.10,-105.9524,84.74, -,8.829249
83.00,19189.9,473.70,-77.04762,84.74, -,8.829249
83.05,19210.12,473.30,-43.33333,84.74, -,8.829249
83.10,19210.12,473.30,-33.66667,84.74, -,8.829249
83.15,19210.12,473.30,-33.66667,84.74, -,8.829249
83.20,19215.18,473.20,-28.85714,84.74, -,8.829249
83.25,19210.12,473.30,-28.85714,84.74, -,8.829249
83.30,19200.01,473.50,-28.85714,84.74, -,8.829249
83.35,19174.75,474.00,-43.28571,84.74, -,8.829249
83.40,19164.65,474.20,-52.90476,84.74, -,8.829249
83.45,19144.46,474.60,-76.95238,84.74, -,8.829249
83.50,19129.33,474.90,-96.19048,84.74, -,8.809802
83.55,19119.25,475.10,-115.4286,84.74, -,8.809802
83.60,19114.21,475.20,-110.619,84.74, -,8.809802
83.65,19109.17,475.30,-105.8095,84.74, -,8.809802
83.70,19099.09,475.50,-115.4286,84.74, -,8.809802
83.75,19089.02,475.70,-110.5714,84.74, -,8.809802
83.80,19083.98,475.80,-110.5714,84.74, -,8.809802
83.85,19083.98,475.80,-110.5714,84.74, -,8.809802
83.90,19089.02,475.70,-96.14286,84.74, -,8.809802
83.95,19109.17,475.30,-62.52381,84.74, -,8.809802
84.00,19119.25,475.10,-48.09524,84.74, -,8.809802
84.05,19129.33,474.90,-57.71429,84.74, -,8.809802
84.10,19119.25,475.10,-86.57143,84.74, -,8.809802
84.15,19109.17,475.30,-96.19048,84.74, -,8.809802
84.20,19109.17,475.30,-96.19048,84.74, -,8.809802
84.25,19099.09,475.50,-110.619,84.74, -,8.809802
84.30,19099.09,475.50,-105.8095,84.74, -,8.809802
84.35,19094.05,475.60,-101,84.74, -,8.809802
84.40,19089.02,475.70,-81.7619,84.74, -,8.809802
84.45,19078.95,475.90,-81.71429,84.74, -,8.809802
84.50,19058.82,476.30,-81.66666,84.74, -,8.809802
84.55,19033.68,476.80,-91.19048,84.74, -,8.809802
84.60,19023.63,477.00,-91.14286,84.74, -,8.809802
84.65,19028.65,476.90,-81.52381,84.74, -,8.809802
84.70,19028.65,476.90,-76.71429,84.74, -,8.809802
84.75,19033.68,476.80,-62.28571,84.74, -,8.809802
84.80,19043.73,476.60,-43.14286,84.74, -,8.809802
84.85,19043.73,476.60,-38.33333,84.74, -,8.809802
84.90,19048.76,476.50,-33.52381,84.74, -,8.809802
84.95,19053.79,476.40,-33.52381,84.74, -,8.809802
85.00,19038.71,476.70,-67.09524,84.74, -,8.809802
85.05,19038.71,476.70,-76.71429,84.74, -,8.809802
85.10,19038.71,476.70,-86.33334,84.74, -,8.809802
85.15,19018.61,477.10,-95.85714,84.74, -,8.809802
85.20,18988.48,477.70,-114.9524,84.74, -,8.809802
85.25,18988.48,477.70,-114.9524,84.74, -,8.809802
85.30,18983.46,477.80,-110.0952,84.74, -,8.809802
85.35,18968.41,478.10,-124.4286,84.74, -,8.809802
85.40,18963.4,478.20,-124.381,84.74, -,8.809802
85.45,18978.44,477.90,-105.2381,84.74, -,8.809802
85.50,18993.5,477.60,-81.33334,84.74, -,8.809802
85.55,18988.48,477.70,-66.90476,84.74, -,8.809802
85.60,18963.4,478.20,-66.85714,84.74, -,8.809802
