Time,Altitude,Pressure,Velocity,Events
0.00,1.400416E-06,998.00,0, -
0.05,1.400416E-06,998.00,0, -
0.10,13.82104,997.50,13.14286, -
0.15,22.11602,997.20,21.04762, -
0.20,30.41303,996.90,28.95238, -
0.25,41.47997,996.50,39.47619, -
0.30,55.31786,996.00,52.66667, -
0.35,66.3929,995.60,63.23809, -
0.40,77.46985,995.20,73.80952, -
0.45,91.32237,994.70,87, -
0.50,110.7257,994.00,105.4762, -
0.55,127.365,993.40,121.3333, -
0.60,144.0141,992.80,137.1905, -
0.65,157.8938,992.30,150.4286, -
0.70,185.6701,991.30,176.9048, -
0.75,205.1273,990.60,195.4286, -
0.80,227.3771,989.80,216.619, -
0.85,246.8582,989.10,235.1905, -
0.90,280.2784,987.90,267, -
0.95,305.3669,987.00,290.9048, -
1.00,327.6824,986.20,312.1429, -
1.05,352.8059,985.30,336.0476, -
1.10,380.7419,984.30,362.6667, -
1.15,408.701,983.30,376.1429, -
1.20,442.2826,982.10,400.2381, -
1.25,473.0939,981.00,421.6667, -
1.30,509.5438,979.70,445.8571, -
1.35,543.2253,978.50,464.7619, -
1.40,582.563,977.10,491.6667, -
1.45,616.3155,975.90,513.2381, -
1.50,652.9214,974.60,534.9048, -
1.55,689.5652,973.30,551.3333, -
1.60,729.0714,971.90,573.0952, -
1.65,768.6254,970.50,594.9048, -
1.70,813.8851,968.90,624.7619, -
1.75,853.5383,967.50,636.0476, -
1.80,898.9118,965.90,660.7143, -
1.85,938.6648,964.50,677.381, -
1.90,989.8433,962.70,707.5714, -
1.95,1038.25,961.00,721.8571, -
2.00,1092.435,959.10,749.5714, -
2.05,1143.847,957.30,777.2857, -
2.10,1203.926,955.20,810.619, -
2.15,1258.377,953.30,835.8571, -
2.20,1324.408,951.00,872.1429, -
2.25,1384.81,948.90,897.6667, -
2.30,1451.09,946.60,931.4762, -
2.35,1514.609,944.40,957.2381, -
2.40,1592.729,941.70,999.5238, -
2.45,1671.031,939.00,1036.619, -
2.50,1775.716,935.40,1104.19, -
2.55,1874.887,932.00,1163.762, -
2.60,1989.004,928.10,1237.524, -
2.65,2088.805,924.70,1294.952, -
2.70,2209.552,920.60,1372.286, -
2.75,2321.853,916.80,1436.143, -
2.80,2467.218,911.90,1536.81, -
2.85,2604.261,907.30,1624.143, -
2.90,2747.864,902.50,1723.048, -
2.95,2907.145,897.20,1826, -
3.00,3018.793,893.50,1886.238, -
3.05,3094.444,891.00,1906.667, -
3.10,3194.565,887.70,1953.048, -
3.15,3276.708,885.00,1974.048, -
3.20,3362.107,882.20,2003.524, -
3.25,3432.421,879.90,2007.571, -
3.30,3518.223,877.10,2031.762, -
3.35,3591.942,874.70,2038.81, -
3.40,3678.155,871.90,2060.428, -
3.45,3755.322,869.40,2059.524, -
3.50,3838.864,866.70,2064.524, -
3.55,3916.406,864.20,2038.667, -
3.60,4000.355,861.50,2024.19, -
3.65,4068.916,859.30,1980.81, -
3.70,4150.125,856.70,1963.095, -
3.75,4209.598,854.80,1904.714, -
3.80,4275.454,852.70,1860.476, -
3.85,4325.72,851.10,1769.905, -
3.90,4379.209,849.40,1690.333, -
3.95,4426.478,847.90,1598.571, -
4.00,4473.815,846.40,1491.952, -
4.05,4518.059,845.00,1427.762, -
4.10,4568.694,843.40,1403.952, -
4.15,4606.722,842.20,1344.857, -
4.20,4647.968,840.90,1305.905, -
4.25,4689.268,839.60,1263.905, -
4.30,4740.167,838.00,1245.429, -
4.35,4787.956,836.50,1209.238, -
4.40,4845.395,834.70,1193.762, -
4.45,4912.536,832.60,1175.619, -
4.50,4989.434,830.20,1175.381, -
4.55,5053.654,828.20,1156.952, -
4.60,5127.663,825.90,1153.571, -
4.65,5188.927,824.00,1131.952, -
4.70,5260.007,821.80,1134.381, -
4.75,5324.759,819.80,1118.714, -
4.80,5399.381,817.50,1133.143, -
4.85,5461.156,815.60,1129.238, -
4.90,5529.566,813.50,1146.524, -
4.95,5585.052,811.80,1148.429, -
5.00,5653.723,809.70,1168.81, -
5.05,5693.028,808.50,1161.143, -
5.10,5699.584,808.30,1125.238, -
5.15,5738.945,807.10,1114.476, -
5.20,5811.228,804.90,1147.095, -
5.25,5890.267,802.50,1183.095, -
5.30,5976.107,799.90,1225.524, -
5.35,6019.114,798.60,1218, -
5.40,6072.121,797.00,1222.952, -
5.45,6145.147,794.80,1237.81, -
5.50,6248.325,791.70,1272.143, -
5.55,6345.145,788.80,1291.095, -
5.60,6448.958,785.70,1328.81, -
5.65,6532.922,783.20,1338.286, -
5.70,6627.219,780.40,1369.762, -
5.75,6711.645,777.90,1382.476, -
5.80,6813.246,774.90,1417.571, -
5.85,6904.96,772.20,1433.857, -
5.90,7003.759,769.30,1469.143, -
5.95,7075.489,767.20,1472.333, -
6.00,7143.953,765.20,1484.667, -
6.05,7198.829,763.60,1471.571, -
6.10,7267.554,761.60,1499.619, -
6.15,7343.319,759.40,1565.524, -
6.20,7436.549,756.70,1616.857, -
6.25,7526.582,754.10,1633.762, -
6.30,7630.777,751.10,1657.714, -
6.35,7728.33,748.30,1668.857, -
6.40,7840.183,745.10,1734.429, -
6.45,7920.816,742.80,1760.762, -
6.50,8001.653,740.50,1768.19, -
6.55,8072.111,738.50,1737, -
6.60,8142.724,736.50,1712.048, -
6.65,8213.492,734.50,1680.571, -
6.70,8287.967,732.40,1671.524, -
6.75,8348.383,730.70,1639.238, -
6.80,8423.173,728.60,1630.048, -
6.85,8487.416,726.80,1594.476, -
6.90,8551.788,725.00,1568.429, -
6.95,8609.116,723.40,1528.952, -
7.00,8677.329,721.50,1525.571, -
7.05,8731.283,720.00,1511.762, -
7.10,8785.328,718.50,1510.952, -
7.15,8821.409,717.50,1479.857, -
7.20,8871.991,716.10,1455.905, -
7.25,8911.79,715.00,1405, -
7.30,8966.141,713.50,1371, -
7.35,9020.585,712.00,1323.619, -
7.40,9078.76,710.40,1286.095, -
7.45,9129.752,709.00,1228.143, -
7.50,9191.779,707.30,1210.429, -
7.55,9250.268,705.70,1189.143, -
7.60,9312.53,704.00,1181.333, -
7.65,9371.241,702.40,1170, -
7.70,9433.741,700.70,1162.143, -
7.75,9492.678,699.10,1147.381, -
7.80,9555.414,697.40,1149.619, -
7.85,9614.577,695.80,1134.714, -
7.90,9677.558,694.10,1133.524, -
7.95,9736.945,692.50,1128.81, -
8.00,9800.169,690.80,1134.381, -
8.05,9859.787,689.20,1126.19, -
8.10,9923.256,687.50,1135.238, -
8.15,9979.362,686.00,1137.19, -
8.20,10043.07,684.30,1163.476, -
8.25,10099.39,682.80,1168.905, -
8.30,10163.34,681.10,1191.905, -
8.35,10219.88,679.60,1194, -
8.40,10284.07,677.90,1203.286, -
8.45,10340.82,676.40,1201.952, -
8.50,10401.46,674.80,1211.143, -
8.55,10454.62,673.40,1202.667, -
8.60,10515.49,671.80,1204.905, -
8.65,10572.66,670.30,1200.048, -
8.70,10629.93,668.80,1198.667, -
8.75,10687.3,667.30,1193.81, -
8.80,10748.62,665.70,1196.048, -
8.85,10798.53,664.40,1183.81, -
8.90,10860.06,662.80,1186.095, -
8.95,10914,661.40,1177.476, -
9.00,10960.31,660.20,1165, -
9.05,10998.95,659.20,1141.619, -
9.10,11053.13,657.80,1136.476, -
9.15,11099.64,656.60,1120.333, -
9.20,11165.65,654.90,1129.762, -
9.25,11220.12,653.50,1120.952, -
9.30,11274.68,652.10,1119.286, -
9.35,11317.61,651.00,1099.286, -
9.40,11352.79,650.10,1078.905, -
9.45,11391.92,649.10,1055.048, -
9.50,11442.85,647.80,1049.524, -
9.55,11489.95,646.60,1036.619, -
9.60,11544.98,645.20,1038.429, -
9.65,11596.17,643.90,1029.238, -
9.70,11647.44,642.60,1023.619, -
9.75,11702.75,641.20,1021.762, -
9.80,11758.16,639.80,1019.857, -
9.85,11797.79,638.80,999.2381, -
9.90,11849.4,637.50,1000.857, -
9.95,11869.27,637.00,961.1429, -
10.00,11913.03,635.90,951.4286, -
10.05,11960.83,634.70,952.8571, -
10.10,12020.7,633.20,973.0476, -
10.15,12060.67,632.20,959.4762, -
10.20,12068.67,632.00,922.8095, -
10.25,12100.69,631.20,890.4286, -
10.30,12136.76,630.30,872.9048, -
10.35,12168.85,629.50,851.5238, -
10.40,12204.99,628.60,845.0476, -
10.45,12225.09,628.10,830.7143, -
10.50,12257.27,627.30,824.0952, -
10.55,12289.49,626.50,806.2381, -
10.60,12329.81,625.50,799.7619, -
10.65,12370.18,624.50,785.7619, -
10.70,12418.69,623.30,783.1905, -
10.75,12463.23,622.20,776.8095, -
10.80,12511.88,621.00,770.4762, -
10.85,12548.43,620.10,752.5238, -
10.90,12589.08,619.10,753.4762, -
10.95,12621.65,618.30,735.3333, -
11.00,12662.4,617.30,755.2381, -
11.05,12690.95,616.60,740.7619, -
11.10,12723.62,615.80,726.3333, -
11.15,12756.33,615.00,700.4762, -
11.20,12789.06,614.20,693.619, -
11.25,12821.83,613.40,717.1905, -
11.30,12862.85,612.40,725.7619, -
11.35,12899.81,611.50,726.619, -
11.40,12940.92,610.50,735.1905, -
11.45,12973.86,609.70,732.1429, -
11.50,13010.95,608.80,748.3333, -
11.55,13043.96,608.00,749.0952, -
11.60,13077,607.20,749.9048, -
11.65,13105.94,606.50,739.0952, -
11.70,13143.19,605.60,736.1429, -
11.75,13172.19,604.90,717.5714, -
11.80,13205.38,604.10,706.7619, -
11.85,13234.44,603.40,688.0952, -
11.90,13276,602.40,692.8571, -
11.95,13305.13,601.70,681.9048, -
12.00,13342.62,600.80,686.619, -
12.05,13375.98,600.00,679.5714, -
12.10,13417.74,599.00,692.1429, -
12.15,13455.37,598.10,696.9048, -
12.20,13497.23,597.10,705.619, -
12.25,13530.76,596.30,706.381, -
12.30,13576.92,595.20,719.1429, -
12.35,13610.54,594.40,712.0952, -
12.40,13652.61,593.40,716.9524, -
12.45,13686.31,592.60,709.9048, -
12.50,13732.71,591.50,722.7143, -
12.55,13770.73,590.60,723.5714, -
12.60,13808.79,589.70,728.381, -
12.65,13846.89,588.80,733.1905, -
12.70,13885.05,587.90,741.9524, -
12.75,13923.25,587.00,742.8571, -
12.80,13961.5,586.10,751.6667, -
12.85,13999.8,585.20,756.5238, -
12.90,14042.41,584.20,769.4286, -
12.95,14080.8,583.30,766.4286, -
13.00,14123.53,582.30,779.3333, -
13.05,14157.75,581.50,776.1905, -
13.10,14200.57,580.50,785.2381, -
13.15,14239.17,579.60,782.2381, -
13.20,14282.11,578.60,787.2857, -
13.25,14316.51,577.80,780.1905, -
13.30,14355.25,576.90,785.1429, -
13.35,14394.04,576.00,778.1429, -
13.40,14437.2,575.00,787.2381, -
13.45,14476.1,574.10,784.2381, -
13.50,14519.37,573.10,793.381, -
13.55,14554.04,572.30,782.1905, -
13.60,14597.42,571.30,787.3333, -
13.65,14632.17,570.50,784.1905, -
13.70,14675.67,569.50,789.3333, -
13.75,14714.87,568.60,790.3333, -
13.80,14754.12,567.70,791.3333, -
13.85,14789.05,566.90,788.1905, -
13.90,14828.39,566.00,789.1905, -
13.95,14863.41,565.20,781.9524, -
14.00,14902.85,564.30,782.9524, -
14.05,14942.34,563.40,779.9048, -
14.10,14981.89,562.50,785, -
14.15,15017.08,561.70,777.7143, -
14.20,15056.72,560.80,778.7143, -
14.25,15092,560.00,771.4286, -
14.30,15131.74,559.10,776.5238, -
14.35,15167.1,558.30,773.2857, -
14.40,15206.94,557.40,774.2857, -
14.45,15242.39,556.60,766.9524, -
14.50,15282.32,555.70,767.9524, -
14.55,15313.42,555.00,756.3333, -
14.60,15353.45,554.10,761.4762, -
14.65,15389.07,553.30,754.0476, -
14.70,15424.74,552.50,754.9048, -
14.75,15455.98,551.80,743.2381, -
14.80,15496.19,550.90,744.1905, -
14.85,15527.51,550.20,736.619, -
14.90,15567.82,549.30,741.7143, -
14.95,15599.21,548.60,734.1429, -
15.00,15639.61,547.70,739.2857, -
15.05,15671.08,547.00,731.6667, -
15.10,15711.58,546.10,732.619, -
15.15,15734.1,545.60,716.381, -
15.20,15765.66,544.90,712.9048, -
15.25,15792.74,544.30,700.9524, -
15.30,15828.89,543.50,701.7619, -
15.35,15865.07,542.70,698.381, -
15.40,15901.3,541.90,699.2381, -
15.45,15937.58,541.10,695.8571, -
15.50,15973.89,540.30,696.6667, -
15.55,15982.98,540.10,667.2857, -
15.60,15996.61,539.80,650.6667, -
15.65,16023.89,539.20,638.5238, -
15.70,16055.76,538.50,634.9524, -
15.75,16087.66,537.80,631.381, -
15.80,16119.59,537.10,632.0476, -
15.85,16151.56,536.40,624.1905, -
15.90,16183.56,535.70,624.8571, -
15.95,16215.59,535.00,617, -
16.00,16206.43,535.20,578.381, -
16.05,16183.56,535.70,518.0952, -
16.10,16201.86,535.30,505.5714, -
16.15,16224.75,534.80,488.8095, -
16.20,16256.83,534.10,497.9524, -
16.25,16288.93,533.40,498.4762, -
16.30,16321.08,532.70,503.2857, -
16.35,16353.26,532.00,499.5238, -
16.40,16390.08,531.20,500.0952, -
16.45,16422.33,530.50,496.2857, -
16.50,16459.23,529.70,496.8571, -
16.55,16491.56,529.00,493.0952, -
16.60,16528.55,528.20,519.6667, -
16.65,16560.95,527.50,537.5238, -
16.70,16598.02,526.70,546.8095, -
16.75,16635.14,525.90,551.8095, -
16.80,16667.66,525.20,552.381, -
16.85,16700.21,524.50,552.9524, -
16.90,16737.46,523.70,558, -
16.95,16770.08,523.00,558.619, -
17.00,16807.41,522.20,563.6667, -
17.05,16840.12,521.50,603.5238, -
17.10,16872.86,520.80,656.5238, -
17.15,16905.63,520.10,670.2857, -
17.20,16943.13,519.30,684.1905, -
17.25,16975.98,518.60,684.9048, -
17.30,17008.87,517.90,685.6667, -
17.35,17041.79,517.20,686.381, -
17.40,17079.46,516.40,691.5714, -
17.45,17107.74,515.80,683.4762, -
17.50,17145.49,515.00,688.7143, -
17.55,17178.57,514.30,685.0476, -
17.60,17211.68,513.60,685.7619, -
17.65,17244.82,512.90,682.0952, -
17.70,17278,512.20,682.8571, -
17.75,17311.22,511.50,679.1905, -
17.80,17344.48,510.80,675.5238, -
17.85,17373.01,510.20,671.7619, -
17.90,17406.34,509.50,672.5238, -
17.95,17434.93,508.90,664.2857, -
18.00,17473.1,508.10,669.5238, -
18.05,17501.76,507.50,661.2381, -
18.10,17535.23,506.80,661.9524, -
18.15,17563.94,506.20,658.0952, -
18.20,17597.48,505.50,658.8571, -
18.25,17631.06,504.80,655.1429, -
18.30,17664.67,504.10,655.8571, -
18.35,17698.32,503.40,656.5714, -
18.40,17727.19,502.80,652.7143, -
18.45,17756.09,502.20,644.381, -
18.50,17789.85,501.50,649.5714, -
18.55,17818.81,500.90,641.1905, -
18.60,17852.64,500.20,641.9048, -
18.65,17881.66,499.60,638, -
18.70,17910.71,499.00,634.0952, -
18.75,17939.79,498.40,630.1905, -
18.80,17973.75,497.70,630.9048, -
18.85,18002.9,497.10,627, -
18.90,18036.93,496.40,632.2381, -
18.95,18061.27,495.90,623.6667, -
19.00,18095.37,495.20,628.9048, -
19.05,18124.63,494.60,620.4286, -
19.10,18158.8,493.90,625.6667, -
19.15,18188.12,493.30,621.7143, -
19.20,18217.47,492.70,622.3333, -
19.25,18246.86,492.10,618.381, -
19.30,18276.27,491.50,614.381, -
19.35,18305.71,490.90,610.4286, -
19.40,18335.17,490.30,606.4286, -
19.45,18359.75,489.80,602.381, -
19.50,18389.27,489.20,602.9524, -
19.55,18418.82,488.60,598.9524, -
19.60,18448.41,488.00,599.5714, -
19.65,18478.02,487.40,595.5714, -
19.70,18507.66,486.80,596.1905, -
19.75,18537.32,486.20,596.7619, -
19.80,18567.02,485.60,597.3333, -
19.85,18591.79,485.10,588.5714, -
19.90,18621.55,484.50,589.1429, -
19.95,18646.37,484.00,580.3333, -
20.00,18681.14,483.30,590.2857, -
20.05,18706.01,482.80,581.4762, -
20.10,18735.88,482.20,582.0476, -
20.15,18760.79,481.70,573.2381, -
20.20,18790.71,481.10,573.8095, -
20.25,18815.67,480.60,569.619, -
20.30,18845.65,480.00,570.1905, -
20.35,18875.66,479.40,570.7619, -
20.40,18900.69,478.90,566.5714, -
20.45,18925.75,478.40,562.381, -
20.50,18955.84,477.80,567.619, -
20.55,18980.94,477.30,563.4286, -
20.60,19011.08,476.70,564, -
20.65,19036.23,476.20,559.7619, -
20.70,19066.43,475.60,560.3333, -
20.75,19086.58,475.20,551.2857, -
20.80,19116.84,474.60,551.8571, -
20.85,19142.07,474.10,547.619, -
20.90,19167.33,473.60,548.0952, -
20.95,19192.61,473.10,543.8571, -
21.00,19222.97,472.50,549.1429, -
21.05,19248.3,472.00,540.1429, -
21.10,19273.65,471.50,540.619, -
21.15,19299.02,471.00,536.3333, -
21.20,19324.41,470.50,536.8095, -
21.25,19349.82,470.00,532.5238, -
21.30,19380.35,469.40,537.8571, -
21.35,19405.81,468.90,533.5238, -
21.40,19431.29,468.40,529.2381, -
21.45,19451.7,468.00,524.8095, -
21.50,19482.33,467.40,530.1429, -
21.55,19502.77,467.00,520.9524, -
21.60,19528.34,466.50,521.381, -
21.65,19553.93,466.00,517.0476, -
21.70,19574.41,465.60,512.619, -
21.75,19594.92,465.20,503.381, -
21.80,19625.7,464.60,513.5238, -
21.85,19646.23,464.20,504.2857, -
21.90,19671.93,463.70,504.7143, -
21.95,19697.64,463.20,505.1429, -
22.00,19723.38,462.70,505.5714, -
22.05,19743.99,462.30,496.2857, -
22.10,19769.77,461.80,496.7143, -
22.15,19795.57,461.30,497.1429, -
22.20,19821.39,460.80,497.5714, -
22.25,19842.07,460.40,493.0952, -
22.30,19867.93,459.90,493.5238, -
22.35,19888.64,459.50,484.1429, -
22.40,19914.54,459.00,484.5714, -
22.45,19935.28,458.60,480.0476, -
22.50,19961.23,458.10,485.3333, -
22.55,19982,457.70,475.9048, -
22.60,20007.99,457.20,481.1905, -
22.65,20028.8,456.80,476.6667, -
22.70,20054.83,456.30,477.0952, -
22.75,20075.67,455.90,477.4286, -
22.80,20096.53,455.50,477.7619, -
22.85,20117.39,455.10,468.2857, -
22.90,20143.5,454.60,473.5714, -
22.95,20164.41,454.20,469, -
23.00,20190.56,453.70,469.4286, -
23.05,20211.49,453.30,464.8571, -
23.10,20232.45,452.90,465.1905, -
23.15,20253.41,452.50,460.5714, -
23.20,20279.64,452.00,461, -
23.25,20300.64,451.60,456.4286, -
23.30,20321.66,451.20,456.7143, -
23.35,20342.69,450.80,452.1429, -
23.40,20369,450.30,457.4762, -
23.45,20390.06,449.90,452.8571, -
23.50,20411.14,449.50,453.1905, -
23.55,20432.24,449.10,448.5714, -
23.60,20453.35,448.70,448.9048, -
23.65,20474.48,448.30,444.2857, -
23.70,20495.62,447.90,444.619, -
23.75,20511.48,447.60,434.9048, -
23.80,20537.95,447.10,440.2381, -
23.85,20553.83,446.80,435.5238, -
23.90,20575.03,446.40,435.8571, -
23.95,20596.25,446.00,431.1905, -
24.00,20617.47,445.60,431.5238, -
24.05,20638.72,445.20,426.8571, -
24.10,20654.66,444.90,422.0952, -
24.15,20675.94,444.50,422.381, -
24.20,20697.22,444.10,422.7143, -
24.25,20718.53,443.70,418, -
24.30,20739.85,443.30,418.2857, -
24.35,20755.84,443.00,413.5238, -
24.40,20777.19,442.60,413.8095, -
24.45,20798.55,442.20,409.0952, -
24.50,20819.93,441.80,409.4286, -
24.55,20835.97,441.50,404.619, -
24.60,20857.38,441.10,404.9048, -
24.65,20878.79,440.70,405.1905, -
24.70,20900.23,440.30,405.4762, -
24.75,20916.32,440.00,400.6667, -
24.80,20937.78,439.60,406, -
24.85,20953.89,439.30,396.1429, -
24.90,20975.38,438.90,401.4762, -
24.95,20996.89,438.50,401.7619, -
25.00,21013.03,438.20,396.9524, -
25.05,21029.18,437.90,392.0952, -
25.10,21050.72,437.50,392.381, -
25.15,21066.89,437.20,392.5714, -
25.20,21083.08,436.90,387.7619, -
25.25,21104.66,436.50,388.0476, -
25.30,21120.86,436.20,383.1905, -
25.35,21142.48,435.80,383.4762, -
25.40,21158.7,435.50,383.6667, -
25.45,21174.93,435.20,378.8095, -
25.50,21196.59,434.80,379.0952, -
25.55,21212.84,434.50,374.1905, -
25.60,21229.1,434.20,374.381, -
25.65,21245.37,433.90,369.4762, -
25.70,21267.08,433.50,369.7619, -
25.75,21283.37,433.20,364.8571, -
25.80,21299.67,432.90,365.0476, -
25.85,21315.98,432.60,360.1429, -
25.90,21337.74,432.20,365.5238, -
25.95,21348.62,432.00,355.4286, -
26.00,21370.41,431.60,355.7143, -
26.05,21386.76,431.30,355.9048, -
26.10,21408.57,430.90,361.2857, -
26.15,21419.48,430.70,351.1429, -
26.20,21435.86,430.40,351.381, -
26.25,21452.25,430.10,351.5714, -
26.30,21474.11,429.70,351.8095, -
26.35,21485.05,429.50,346.8095, -
26.40,21501.46,429.20,341.8571, -
26.45,21517.89,428.90,342.0952, -
26.50,21539.8,428.50,347.4762, -
26.55,21550.76,428.30,337.2857, -
26.60,21567.21,428.00,337.4762, -
26.65,21583.67,427.70,337.6667, -
26.70,21600.14,427.40,337.8571, -
26.75,21616.62,427.10,332.9048, -
26.80,21633.11,426.80,333.0952, -
26.85,21644.11,426.60,328.0476, -
26.90,21660.61,426.30,328.2381, -
26.95,21677.13,426.00,323.2381, -
27.00,21693.65,425.70,328.5714, -
27.05,21704.67,425.50,318.2857, -
27.10,21726.72,425.10,323.7143, -
27.15,21737.76,424.90,313.4762, -
27.20,21754.32,424.60,318.8571, -
27.25,21770.88,424.30,319, -
27.30,21781.93,424.10,313.9048, -
27.35,21792.99,423.90,303.619, -
27.40,21809.58,423.60,309, -
27.45,21826.18,423.30,309.1905, -
27.50,21842.79,423.00,309.3333, -
27.55,21859.4,422.70,304.2857, -
27.60,21870.49,422.50,304.4286, -
27.65,21887.12,422.20,304.619, -
27.70,21898.22,422.00,299.5238, -
27.75,21914.87,421.70,299.7143, -
27.80,21925.97,421.50,294.5714, -
27.85,21937.08,421.30,289.4286, -
27.90,21953.75,421.00,294.8095, -
27.95,21964.88,420.80,289.6667, -
28.00,21981.56,420.50,289.8571, -
28.05,21992.7,420.30,284.7619, -
28.10,22009.4,420.00,290.1905, -
28.15,22020.54,419.80,279.8095, -
28.20,22037.26,419.50,285.1905, -
28.25,22048.41,419.30,280.0476, -
28.30,22059.57,419.10,274.9048, -
28.35,22076.31,418.80,280.3333, -
28.40,22087.48,418.60,280.4286, -
28.45,22098.65,418.40,275.2381, -
28.50,22109.83,418.20,270.0952, -
28.55,22126.6,417.90,270.2381, -
28.60,22143.38,417.60,270.4286, -
28.65,22148.98,417.50,265.1905, -
28.70,22165.78,417.20,265.3333, -
28.75,22176.98,417.00,265.4286, -
28.80,22188.19,416.80,260.2381, -
28.85,22199.4,416.60,260.3333, -
28.90,22210.61,416.40,260.4286, -
28.95,22227.44,416.10,260.619, -
29.00,22238.67,415.90,260.7619, -
29.05,22249.9,415.70,255.5714, -
29.10,22261.13,415.50,255.6667, -
29.15,22272.38,415.30,250.4762, -
29.20,22283.62,415.10,250.5714, -
29.25,22294.87,414.90,245.381, -
29.30,22306.12,414.70,245.4762, -
29.35,22317.38,414.50,245.5714, -
29.40,22328.64,414.30,240.3333, -
29.45,22339.9,414.10,240.4286, -
29.50,22351.17,413.90,240.5238, -
29.55,22362.45,413.70,240.5714, -
29.60,22373.73,413.50,235.381, -
29.65,22385.01,413.30,230.1429, -
29.70,22396.3,413.10,235.5714, -
29.75,22407.59,412.90,230.3333, -
29.80,22418.88,412.70,230.4286, -
29.85,22424.54,412.60,225.1429, -
29.90,22435.84,412.40,225.2381, -
29.95,22447.15,412.20,225.3333, -
30.00,22458.46,412.00,220.0476, -
30.05,22469.78,411.80,220.0952, -
30.10,22481.1,411.60,220.1429, -
30.15,22486.76,411.50,214.8095, -
30.20,22498.09,411.30,214.9048, -
30.25,22509.42,411.10,215, -
30.30,22515.09,411.00,209.6667, -
30.35,22526.43,410.80,209.7619, -
30.40,22537.77,410.60,209.8571, -
30.45,22549.12,410.40,209.9524, -
30.50,22560.47,410.20,210.0476, -
30.55,22566.15,410.10,204.7619, -
30.60,22571.83,410.00,199.4762, -
30.65,22583.19,409.80,199.5238, -
30.70,22594.55,409.60,199.5714, -
30.75,22600.24,409.50,194.2381, -
30.80,22611.61,409.30,194.2857, -
30.85,22622.99,409.10,194.381, -
30.90,22628.68,409.00,194.4286, -
30.95,22634.37,408.90,189.0952, -
31.00,22645.76,408.70,189.1905, -
31.05,22651.45,408.60,183.8571, -
31.10,22662.84,408.40,183.9524, -
31.15,22674.24,408.20,184.0476, -
31.20,22679.94,408.10,184.0952, -
31.25,22685.64,408.00,178.7143, -
31.30,22691.35,407.90,173.3333, -
31.35,22702.75,407.70,178.8095, -
31.40,22708.46,407.60,173.4286, -
31.45,22719.88,407.40,173.4762, -
31.50,22725.59,407.30,168.0952, -
31.55,22737.01,407.10,168.1429, -
31.60,22742.72,407.00,168.1429, -
31.65,22748.43,406.90,168.1429, -
31.70,22754.15,406.80,162.7619, -
31.75,22765.58,406.60,162.8571, -
31.80,22771.3,406.50,162.8571, -
31.85,22782.74,406.30,162.9524, -
31.90,22788.46,406.20,157.5238, -
31.95,22794.19,406.10,157.5238, -
32.00,22799.91,406.00,157.5238, -
32.05,22805.64,405.90,152.0952, -
32.10,22811.36,405.80,152.1429, -
32.15,22822.82,405.60,152.1905, -
32.20,22828.55,405.50,146.8095, -
32.25,22834.28,405.40,146.8571, -
32.30,22840.01,405.30,146.9048, -
32.35,22845.75,405.20,146.9524, -
32.40,22851.48,405.10,141.5714, -
32.45,22857.22,405.00,141.619, -
32.50,22862.95,404.90,136.2381, -
32.55,22868.69,404.80,136.2857, -
32.60,22880.17,404.60,136.381, -
32.65,22880.17,404.60,130.9524, -
32.70,22891.65,404.40,136.4762, -
32.75,22897.4,404.30,136.5238, -
32.80,22903.14,404.20,131.0952, -
32.85,22908.89,404.10,131.1429, -
32.90,22914.64,404.00,125.7143, -
32.95,22914.64,404.00,120.2857, -
33.00,22920.38,403.90,120.3333, -
33.05,22926.13,403.80,120.381, -
33.10,22931.88,403.70,120.4286, -
33.15,22937.64,403.60,120.4286, -
33.20,22943.39,403.50,115, -
33.25,22949.14,403.40,115, -
33.30,22954.9,403.30,115, -
33.35,22960.65,403.20,115, -
33.40,22960.65,403.20,109.5238, -
33.45,22966.41,403.10,109.5238, -
33.50,22972.17,403.00,109.5238, -
33.55,22977.93,402.90,109.5238, -
33.60,22977.93,402.90,104.0476, -
33.65,22983.69,402.80,98.57143, -
33.70,22989.46,402.70,104.0476, -
33.75,22989.46,402.70,93.09524, -
33.80,22995.22,402.60,93.09524, -
33.85,23000.98,402.50,93.09524, -
33.90,23000.98,402.50,87.61905, -
33.95,23006.75,402.40,87.61905, -
34.00,23012.52,402.30,93.09524, -
34.05,23012.52,402.30,87.61905, -
34.10,23018.28,402.20,87.61905, -
34.15,23024.05,402.10,87.61905, -
34.20,23024.05,402.10,82.14286, -
34.25,23029.82,402.00,82.14286, -
34.30,23035.59,401.90,82.14286, -
34.35,23035.59,401.90,76.66666, -
34.40,23035.59,401.90,71.19048, -
34.45,23041.37,401.80,76.66666, -
34.50,23047.14,401.70,76.66666, -
34.55,23047.14,401.70,71.19048, -
34.60,23047.14,401.70,65.71429, -
34.65,23052.92,401.60,71.2381, -
34.70,23058.69,401.50,71.28571, -
34.75,23058.69,401.50,65.80952, -
34.80,23058.69,401.50,65.80952, -
34.85,23064.47,401.40,65.85714, -
34.90,23064.47,401.40,60.38095, -
34.95,23070.25,401.30,65.90476, -
35.00,23070.25,401.30,60.42857, -
35.05,23070.25,401.30,54.95238, -
35.10,23070.25,401.30,54.95238, -
35.15,23076.03,401.20,55, -
35.20,23076.03,401.20,49.52381, -
